Source	Ort	Lage	Typ	Anmerkung	Seit	lat	lon	PLZ	Stadtbezirk	Kreis	Land	BL	Kanton
de.wiki_in_Nordrhein-Westfalen	Sankt Augustin-Meindorf	Lichweg	Telefonzelle	[66]	Okt. 2015	50.780718	7.140522						
de.wiki_in_Nordrhein-Westfalen	Schloß Holte-Stukenbrock	Holter Kirchplatz 19[67][68]	Schrank		08. Mai 2013								
de.wiki_in_Nordrhein-Westfalen	Schmallenberg	Oststraße	Bücherschrank										
de.wiki_in_Nordrhein-Westfalen	Schwelm	Märkischer Platz	Bücherschrank										
de.wiki_in_Nordrhein-Westfalen	Schwerte	Cafeteria der Ruhrakademie, Hagener Straße 241	Bücherschrank	zu den Öffnungszeiten der Cafeteria		51.421122	7.547371						
de.wiki_in_Nordrhein-Westfalen	Sendenhorst	Fußgängerzone, Weststraße 5	Öffentlicher Bücherschrank, 8 Fächer, beleuchtet	Barrierefrei zugänglich, aufgestellt durch die Stadt Sendenhorst, betreut und mitinitiiert durch ehrenamtliche Bücherpaten	05. Dez. 2013	51.843806	7.826667						
de.wiki_in_Nordrhein-Westfalen	Siegburg	 Im Café Lais EspressostudioHolzgasse 25	Bücherkiste	Zu den Öffnungszeiten von Lais Espressostudio[69]	Nov. 2019								
de.wiki_in_Nordrhein-Westfalen	Siegburg	Im Foyer der RSAG-GeschäftszentralePleiser Hecke 4	Bücherschrank	Zu den Öffnungszeiten der RSAG[70]	2016	50.791052	7.206346						
de.wiki_in_Nordrhein-Westfalen	Siegburg	Im Kreishaus der Stadt Siegburg (Foyer)	Bücherschrank	Zu den Öffnungszeiten des Kreishauses zugänglich	Juli 2013[71]	50.793397	7.206932						
de.wiki_in_Nordrhein-Westfalen	Siegen	Morleystraße 2	Telefonzelle	Im Kundenbereich der Sparkasse des Sieg Carré nahe Hauptbahnhof, aufgestellt von der Jugendwerkstatt Förderband	13. Juni 2014								
de.wiki_in_Nordrhein-Westfalen	Soest	Alter Schlachthof, Ulrichertor 4	Telefonzelle	Am alten Schlachthof									
de.wiki_in_Nordrhein-Westfalen	Solingen	Botanischer Garten, Vogelsang 2a	Bücherschrank	Öffnungszeiten Botanischer Garten (8 bzw. 9 Uhr bis Dämmerung)									
de.wiki_in_Nordrhein-Westfalen	Solingen-Ohligs	Marktplatz in Solingen-Ohligs, Ohligs-Markt an dem Kiosk in Richtung der Haltestelle	Stahlschrank										
de.wiki_in_Nordrhein-Westfalen	Stemwede-Levern		Bücherschrank	Zugänglich zu den Öffnungszeiten des E-Centers Hartmann									
de.wiki_in_Nordrhein-Westfalen	Telgte	Bushaltestelle Bassfeld am Adolph-Kolping-Platz vor dem Bürgerhaus	Bücherregal in Bushaltestellenunterstand	Initiative der Grünen Telgte[72]	2013								
de.wiki_in_Nordrhein-Westfalen	Titz-Müntz	Neuer Dorfplatz Müntz, Lesebank direkt im Umfeld	Bücherschrank	Barrierefreier Zugang	Juni 2019								
de.wiki_in_Nordrhein-Westfalen	Troisdorf	Kölner Straße, Fußgängerzone	Stahlschrank										
de.wiki_in_Nordrhein-Westfalen	Troisdorf	Lambertuskirche in Bergheim	Bücherschrank										
de.wiki_in_Nordrhein-Westfalen	Übach-Palenberg	Marktplatz	Bücherschrank										
de.wiki_in_Nordrhein-Westfalen	Unna	 _ Im Hauseingang von Restaurant Leyka / Parteibüro Die Grünen - Wasserstraße 13 (Zugang abhängig von Öffnungszeiten des Restaurants und/oder des Parteibüros)	Bücherschrank/Holzregale			51.533845	7.690679						
de.wiki_in_Nordrhein-Westfalen	Viersen	Bachstraße 60	Bücherschrank										
de.wiki_in_Nordrhein-Westfalen	Viersen	Bücherzelle – Lyzeumsgarten Viersen	Englische Telefonzelle			51.253104	6.392107						
de.wiki_in_Nordrhein-Westfalen	Voiswinkel		Bücherschrank	Platz hinter der Kirche									
de.wiki_in_Nordrhein-Westfalen	Vreden	Kirchplatz 12[73]	Bücherbox	Direkt an der Bücherei St. Georg Vreden									
de.wiki_in_Nordrhein-Westfalen	Wachtberg-Adendorf	Töpferstraße 17–19	Bücherhäuschen	Das Bücherhäuschen befindet sich im Foyer des „Drehwerk 17/19“ und ist zu dessen Öffnungszeiten zugänglich.[74]	10. Sep. 2011	50.61363	7.05563						
de.wiki_in_Nordrhein-Westfalen	Wadersloh		Lackiertes wetterfestes Industriesperrholz mit Aluminiumfront		25. Okt. 2012								
de.wiki_in_Nordrhein-Westfalen	Waldbröl	vor dem Rathaus	Englische Telefonzelle										
de.wiki_in_Nordrhein-Westfalen	Warburg	auf dem Neustadtmarktplatz	Bücherschrank			51.48875	9.14817						
de.wiki_in_Nordrhein-Westfalen	Warstein	Müscheder Weg 4 (im Café IBAHS)	Bücherregal	Öffnungszeiten Café IBAHS[75]	Feb. 2015	51.4427786	8.3551144						
de.wiki_in_Nordrhein-Westfalen	Warstein-Suttrop	Kreisstraße 90	Bücherregal	Beim Geldautomaten der Sparkasse[76]	Nov. 2016	51.454057	8.37636						
de.wiki_in_Nordrhein-Westfalen	Wegberg	Rathausplatz	Bücherkiste	Projekt der Gruppe Westen-im-Wandel[77]	28. Juni 2013	51.141191	6.277359						
de.wiki_in_Nordrhein-Westfalen	Werl-Sönnern	Antoniusstraße 59	Bücherschrank			51.580386	7.898663						
de.wiki_in_Nordrhein-Westfalen	Werne	Busbahnhof	Telefonzelle		2015								
de.wiki_in_Nordrhein-Westfalen	Werther	Auf der Bleeke 45	Häuschen		2015								
de.wiki_in_Nordrhein-Westfalen	Wesel	Leyensplatz	Metallschrank[78]		06. Sep. 2013	51.657063	6.6136						
de.wiki_in_Nordrhein-Westfalen	Westerkappeln	Große Straße 13 (rechts neben dem Rathaus, am Brunnen)	Vitrine			52.314011	7.877843						
de.wiki_in_Nordrhein-Westfalen	Westerkappeln-Handarpe	Ortfeld 8 (links neben dem Eingang der ev. Kirche)	Holzschrank			52.281661	7.843308						
de.wiki_in_Nordrhein-Westfalen	Windeck	Dreisel	Stahlschrank		2011								
de.wiki_in_Nordrhein-Westfalen	Witten	Alter Garten 15, ehemalige Wannenschule	Umgebaute Telefonzelle	Im Rahmen eines vom Landesjugendamt Westfalen-Lippe finanziell geförderten pädagogischen Projekts mit Jugendlichen aus dem Werkhof Witten gestaltet und aufgestellt	Sep. 2015	51.442104	7.317617						
de.wiki_in_Nordrhein-Westfalen	Witten	Vor Marienkirche und Marienhospital[79]	Holzschrank	von der Stiftung Mercator aufgestellt	07. Okt. 2012	51.44542	7.33663						
de.wiki_in_Nordrhein-Westfalen	Wuppertal	Badische Straße 70–72	Telefonzelle	Auf dem Recyclinghof der AWG Wuppertal zu den Öffnungszeiten zu erreichen[81]	2014								
de.wiki_in_Nordrhein-Westfalen	Wuppertal	Bornberg 22	Telefonzelle										
de.wiki_in_Nordrhein-Westfalen	Wuppertal	Giebel 30	Telefonzelle										
de.wiki_in_Nordrhein-Westfalen	Wuppertal	Korzerter Straße 75	Telefonzelle										
de.wiki_in_Nordrhein-Westfalen	Wuppertal	Laurentiusstraße	BOKX 02	[80]	2012								
de.wiki_in_Nordrhein-Westfalen	Wuppertal	Münzstraße 58	Telefonzelle										
de.wiki_in_Nordrhein-Westfalen	Wuppertal-Heckinghausen	Heckinghauser Straße 195	Telefonzelle	Neben dem Zugang zum Spielplatz hinter dem Stadtteiltreff Heckinghausen[82]	2014								
de.wiki_in_Nordrhein-Westfalen	Wuppertal-Küllenhahn	Odenwaldweg 7, Ecke Spessartweg	Kühlschrank	Privat betreut, barrierefrei zugänglich	2014	51.229417	7.132649						
de.wiki_in_Nordrhein-Westfalen	Xanten	Oberer Marktplatz hinter der Bühnenplattform	BOKX	Gestiftet von Innogy									
de.wiki_in_Nordrhein-Westfalen	Zülpich	Gegenüber vom Haus Markt 2	Metallschrank			50.69208	6.64733						
de.wiki_in_Nordrhein-Westfalen	Zülpich	Landesgartenschau Zülpich	Bücherschrank	Parköffnungszeiten[83]	2014	50.690883	6.645104						
de.wiki_in_Rheinland-Pfalz													
de.wiki_in_Rheinland-Pfalz	Altenahr	Bahnhof, ehemalige Stückgut-Annahme	Holzschrank	[1]	Dez. 2012	50.515933	6.989438						
de.wiki_in_Rheinland-Pfalz	Altenkirchen	Vor Bahnhofstraße 10	Englische Telefonzelle	Gestiftet von der Verbandsgemeinde Altenkirchen, betreut vom Projekt Antiquariat Altenkirchen	Mai 2014	50.685803	7.64066						
de.wiki_in_Rheinland-Pfalz	Andernach	Gegenüber der Polizei	BOKX 01 (COR-TEN-Stahl/ESG)	Gestiftet von der RWE	08. Mai 2012	50.438628	7.404276						
de.wiki_in_Rheinland-Pfalz	Andernach	Johannesplatz gegenüber der KSK	Bücherschrank			50.42598	7.40893						
de.wiki_in_Rheinland-Pfalz	Bad Breisig	Kurpark an der Tourist-Info, Koblenzer Straße 39	RWE Bücherschrank	Aufgestellt von RWE Energie[2]	11. Apr. 2013	50.507236	7.303163						
de.wiki_in_Rheinland-Pfalz	Bad Hönningen	vor dem Rathaus, Marktstraße 1	Bücherschrank			50.5155	7.30634						
de.wiki_in_Rheinland-Pfalz	Bad Kreuznach	Eiermarkt vor der Kirche St. Nikolaus	Stahlschrank	Gefördert durch die Kreuznacher Stadtwerke[3]	Apr. 2018	49.846772	7.8562258						
de.wiki_in_Rheinland-Pfalz	Bad Neuenahr-Ahrweiler	Ahrweiler, auf dem Marktplatz	Telefonzelle										
de.wiki_in_Rheinland-Pfalz	Birkenfeld (Nahe)	Schulweg 3, im Foyer des Seniorenzentrums „Senterra“	Telefonzelle	für jedermann zugänglich	06. Okt. 2015	49.648329	7.167424						
de.wiki_in_Rheinland-Pfalz	Bitburg	früher:Hauptstraße/Ecke Petersstraßejetzt: Rathausplatz	Lila Lesevilla (Englische Telefonzelle)	Aufgestellt von den Bitburger Buchpaten[4]	16. Mär. 2016	49.9748	6.523994						
de.wiki_in_Rheinland-Pfalz	Boppard	Heerstraße	BOKX 01 (COR-TEN-Stahl)	Wird von der Stadtbücherei betreut	2011								
de.wiki_in_Rheinland-Pfalz	Bruttig-Fankel	Hauptstraße, Bruttig-Fankel	Telefonzelle mit Solarzellen	zwischen dem Ortsteil Bruttig und Fankel	2018	50.12929	7.23101						
de.wiki_in_Rheinland-Pfalz	Budenheim	Jahnstraße 2 an der evangelischen Kirche	Schrank	Vor dem Eingang der Kirche	2015	50.021	8.1695667						
de.wiki_in_Rheinland-Pfalz	Daun	Leopoldstraße	Bücherschrank	am Forum Daun		50.198056	6.829667						
de.wiki_in_Rheinland-Pfalz	Freimersheim (Rheinhessen)	 _ Ecke Bahnhofstraße/Erlenstraße	Weinfass		Juli 2019	49.71316	8.09126						
de.wiki_in_Rheinland-Pfalz	Freudenburg	Maximinstraße, auf dem Kelterplatz (Maximinstraße 3)	Metallschrank			49.542334	6.533694						
de.wiki_in_Rheinland-Pfalz	Germersheim	Bahnhof, Wartehalle (Bahnhofstr. 13)	Bücherschrank			49.224678	8.36521						
de.wiki_in_Rheinland-Pfalz	Germersheim	Nardiniplatz	Bücherschrank		Mär. 2017	49.21834	8.372228						
de.wiki_in_Rheinland-Pfalz	Gimbsheim	Freibad Gimbsheim, Zum Schwimmbad 1	Metallschrank	Wird vom Schwimmverein Freibad Gimbsheim betreut	2017								
de.wiki_in_Rheinland-Pfalz	Göcklingen	Am Rathaus, an der Bushaltestelle	Telefonzelle	Wird von ehrenamtlicher Initiative betreut, den "Bücherstall-Paten"	Mai 2019								
de.wiki_in_Rheinland-Pfalz	Hachenburg	Higham-Ferrers-Platz, Friedrichstraße, Ecke Bornweg	Englische Telefonzelle										
de.wiki_in_Rheinland-Pfalz	Ingelheim am Rhein	Sebastian-Münster-Gymnasium	Schrank	im Schulhaus, am Wochenende geschlossen, überwiegend Kinderbücher		49.973119	8.051918						
de.wiki_in_Rheinland-Pfalz	Ingelheim am Rhein (OT Großwinternheim)	Bushaltestelle	Schrank			49.943708	8.080165						
de.wiki_in_Rheinland-Pfalz	Kandel (Pfalz)	Am Dierbachweg in Höhe der neuen Parkplätze „Im Stadtkern“	BOKX 01		07. Mai 2016								
de.wiki_in_Rheinland-Pfalz	Kastellaun	In der Nähe vom Springbrunnen in der Allee	RWE-Bücherschrank	Bücherpatinnen sind Petra Müller-Wetstein und Hannah Hamdorf-Strünke[5]	17. Feb. 2016								
de.wiki_in_Rheinland-Pfalz	Kirchen (Sieg)	Rathausplatz	Britische Telefonzelle		Nov. 2013								
de.wiki_in_Rheinland-Pfalz	Kirchheimbolanden	Neue Allee, auf Ebene 5 des Parkhauses	Holzschrank		2017								
de.wiki_in_Rheinland-Pfalz	Kirchsahr-Binzenbach	Sahrstraße 36, am Wanderparkplatz im Sahrbachtal	Gelbe Telefonzelle mit Internet Hotspot (WiFi)	Projekt des „Freundeskreise Sahrbachtal“ in der Eifel	13. Apr. 2018	50.513528	6.905222						
de.wiki_in_Rheinland-Pfalz	Koblenz-Ehrenbreitstein	Kapuzinerplatz	BOKX 01 (COR-TEN-Stahl)		Aug. 2014	50.358365	7.610633						
de.wiki_in_Rheinland-Pfalz	Koblenz-Südliche Vorstadt	Schenkendorfplatz	Metallschrank			50.345858	7.588877						
de.wiki_in_Rheinland-Pfalz	Kusel	Kreisel am Rosengarten	Telefonzelle mit Solarzellen auf dem Dach	Initiiert von „Du bist Kusel“	2015	49.5378932	7.4058569						
de.wiki_in_Rheinland-Pfalz	Landau in der Pfalz	Paul-Münch-Straße 3	TARDIS Bücherschrank Landau	Privater Eigenbau in Gestalt einer britischen TARDIS Polizeibox aus der SciFi-Serie Dr. Who. Auf Privatgrundstück, jedoch dauerhaft öffentlich zugänglich.[6]	24. Aug. 2018	49.205002	8.119772						
de.wiki_in_Rheinland-Pfalz	Landau in der Pfalz	Südpark, vor der Vinothek Par Terre, Georg-Friedrich-Dentzel-Str. 11	BücherboXX im Südpark	Ehemalige französische Telefonzelle. Zugänglich bei Tageslicht. Weitere Informationen unter https://www.bücherboxx-südpark.de	16. Aug. 2019	49.18719	8.11897						
de.wiki_in_Rheinland-Pfalz	Landstuhl	Sickingen-Gymnasium, Philipp-Fauth-Straße 3	Selbstgebauter Bücherschrank aus Upcycling-Material	Gebaut in der Projektwoche des (SGL)	17. Mai 2016								
de.wiki_in_Rheinland-Pfalz	Limburgerhof	Burgunderplatz	Bücherkiste	Kiste ist nur von Mitte März bis Anfang Oktober auf der Lesebank	Sep. 2016								
de.wiki_in_Rheinland-Pfalz	Ludwigshafen-Gartenstadt	Innsbrucker Weg 37	offener Bücherschrank LU-Gartenstadt kleiner Bücherschrank	Bitte nur bei Tageslicht besuchen.Bücher, Kinderbücher, Comics, kleine Gesellschaftsspiele	Okt. 2019	49.459944	8.412545						
de.wiki_in_Rheinland-Pfalz	Ludwigshafen-Maudach	Höflichgäßchen 4	Slottis Book-BoxGelbe Telefonzelle	Bitte nur bei Tageslicht besuchen.Bücher, Comics, kleine Gesellschaftsspiele	Okt. 2013	49.456117	8.3807						
de.wiki_in_Rheinland-Pfalz	Ludwigshafen-Oppau	Oppau, Straßenbahnendhaltestelle, Bad-Aussee-Straße	Telefonzelle	VerkehrsInitiative-Ludwigshafen e. V., Bürgerinitiative, die sich für den ÖPNV einsetzt	Mär. 2015								
de.wiki_in_Rheinland-Pfalz	Mainz	Vor dem Haupteingang des vhs-Gebäudes am Karmeliterplatz in der Innenstadt	Metallschrank	Schwerpunkt Kinderbücher		50.002642	8.271683						
de.wiki_in_Rheinland-Pfalz	Mainz-Altstadt	Kirschgarten/Ecke Rochusstraße	Metallschrank			49.99687	8.27296						
de.wiki_in_Rheinland-Pfalz	Mainz-Bretzenheim	Straßenbahnendstation Bahnstraße	Vitrine	Initiative eines Partei-Ortsvereins	Sep. 2007	49.982068	8.246119						
de.wiki_in_Rheinland-Pfalz	Mainz-Gonsenheim	Bürgermeister-Alexander-Straße Bushaltestelle, Krongarten	Litfaß-Säule										
de.wiki_in_Rheinland-Pfalz	Mainz-Gonsenheim	Ecke Willy-Brandt-Platz von Bürgermeister-Alexander-Straße kommend	Vitrine										
de.wiki_in_Rheinland-Pfalz	Mainz-Gonsenheim	Vor Kinderbuchhandlung in der Breiten Straße	Holzschrank	Nur Kinderbücher		50.003829	8.213797						
de.wiki_in_Rheinland-Pfalz	Mainz-Hechtsheim	Rückseite des alten Feuerwehrhauses an der Endhaltestelle der Straßenbahnlinie 52	Vitrine										
de.wiki_in_Rheinland-Pfalz	Mainz-Laubenheim	Ecke an der KiTa MinniMax in der Rüsselsheimer Allee	Vitrine			49.9642	8.32175						
de.wiki_in_Rheinland-Pfalz	Mainz-Mombach	Am Kreisel Hauptstraße/Kreuzstraße	Vitrine			50.0225891	8.2199053						
de.wiki_in_Rheinland-Pfalz	Mainz-Neustadt	Am nord-östlichen Ende (Richtung Leibnizstraße) des Lessingplatzes	Vitrine										
de.wiki_in_Rheinland-Pfalz	Mainz-Neustadt	Feldbergplatz, Taunusstraße	Verteilerkasten	[7]	28. Aug. 1994	50.012258	8.265464						
de.wiki_in_Rheinland-Pfalz	Mainz-Neustadt	UmweltInformationsZentrum der Stadt Mainz, Dominikanerstraße 2	Schrank	Nur zu Öffnungszeiten des UmweltInformationsZentrums, Montag–Freitag 10–18 Uhr, Samstag 10–14 Uhr									
de.wiki_in_Rheinland-Pfalz	Mainz-Oberstadt	An der Berliner Straße, zwischen Ladenzeile und den Hochhäusern.	Verteilerkasten	Berliner Siedlung	1994								
de.wiki_in_Rheinland-Pfalz	Maximiliansau	Am Brunnen des ehemaligen Rathausplatzes (Cany-Barville-Straße) gegenüber dem katholischen Pfarrhaus	Bücherschrank		2016	49.030897	8.279898						
de.wiki_in_Rheinland-Pfalz	Mayen	Am Wasserturm 5a, vor der Servicestelle des Vermessungs- und Katasteramts	Bücherregal	Zugänglich während der Öffnungszeiten des Vermessungs- und Katasteramts (Mo–Fr: 8:00–13:00 Uhr)	2016								
de.wiki_in_Rheinland-Pfalz	Minfeld	Minfeld Im Wiesengrund 1	Rote Telefonzelle	Die "Bücher-Börse" wird privat von der Familie Marx betrieben.	.                              2019								
de.wiki_in_Rheinland-Pfalz	Mommenheim	Zwerchgasse	Verteilerkasten		2012								
de.wiki_in_Rheinland-Pfalz	Nackenheim	Mahlweg 8	Bücherregal	Zugänglich während der Öffnungszeiten des Repair-Café Nackenheim immer am 1. Samstag im Monat ab 14:00 Uhr.	2016								
de.wiki_in_Rheinland-Pfalz	Nastätten	Adolfsplatz	Telefonzelle	[8]	2017								
de.wiki_in_Rheinland-Pfalz	Neustadt-Diedesfeld	Kirchwiesenstr.,  Spielplatz an der Grundschule	BOKX 01	Das Projekt entstand in Kooperation der GS Brüder-Grimm-Schule Diedesfeld mit der BBS Neustadt und BBS Forbach	2019								
de.wiki_in_Rheinland-Pfalz	Neustadt an der Weinstraße	Weinstraße 138	Kleine Kiste	Zugänglich während der Öffnungszeiten der Kath. öffentlichen Bücherei St. Jakobus in Neustadt-Hambach (So. 11:00–12:30, Di. 17:00–19:00, Do. 17:00–18:00) und immer, wenn das Pfarrheim geöffnet hat	2009								
de.wiki_in_Rheinland-Pfalz	Neuwied-Niederbieber	Neuer Weg	Bücherregal		2016								
de.wiki_in_Rheinland-Pfalz	Nickenich	Kirchstraße 2, vor Kulturscheune	Bücherschrank	[9]	Dez. 2016								
de.wiki_in_Rheinland-Pfalz	Niederahr	Hauptstraße, Ecke Oststraße, im Wartehäuschen der Schulbushaltestelle	Verteilerkasten	aus der Initiative zur Dorfmoderation	Mai 2018								
de.wiki_in_Rheinland-Pfalz	Oberwesel	Hospitalgasse 11, vor der Loreley-Klinik	RWE-Bücherschrank	[10]	Mai 2014								
de.wiki_in_Rheinland-Pfalz	Plaidt	Friedhofstr. vor der Verbandsgemeindeverwaltung	Bücherschrank										
de.wiki_in_Rheinland-Pfalz	Queichhambach	Östlicher Ortseingang	Alter Stromkasten	Erster öffentlicher Bücherschrank der Pfalz	2008	49.216945	7.994172						
de.wiki_in_Rheinland-Pfalz	Ramstein-Miesenbach	Rathaus, Am Neuen Markt 6	Bücherregal	Betreuung: Stadtbücherei Ramstein-Miesenbach und Ehrenamtlicher Besuchsdienst Kaiserslautern, geöffnet Mo–Mi 08:00–16:00 Uhr, Do 08:00–18:00, Fr 08:00–12:30 Uhr	01. Aug. 2016								
de.wiki_in_Rheinland-Pfalz	Remagen	Maisons-Laffitte-Platz (Bahnhofsvorplatz)	Französische Telefonzelle	Betreuung durch die Evangelische Bücherei[11]	16. Sep. 2016								
de.wiki_in_Rheinland-Pfalz	Rennerod	Hauptstraße 63	BücherBOXX	Betreuung durch den Kulturkreis Hoher Westerwald e. V.	08. Dez. 2016								
de.wiki_in_Rheinland-Pfalz	Rheinbreitbach	Schulstraße 7a	Bücherzelle	Initiative Rheinbreitbach 2030									
de.wiki_in_Rheinland-Pfalz	Saffig	Pöschstraße 13, Außenbereich Café „Zum Schänzchen“	Bücherschrank	[12]	Mär. 2017								
de.wiki_in_Rheinland-Pfalz	Schalkenmehren	Zum Scheid	Bücherschrank			50.163639	6.860989						
de.wiki_in_Rheinland-Pfalz	Schwabenheim an der Selz	Marktplatz	Verteilerkasten	Aufgestellt von RWE Energie									
de.wiki_in_Rheinland-Pfalz	Simmern/Hunsrück	Aulergasse, am Kirchturm von St. Josef	Telefonzelle	Aufgestellt vom Rotary Club Simmern	14. Feb. 2014	49.9834	7.5228						
de.wiki_in_Rheinland-Pfalz	Simmern/Hunsrück	Hüllstraße 7–9, vor der Servicestelle des Vermessungs- und Katasteramts	Bücherregal	Zugänglich während der Öffnungszeiten des Vermessungs- und Katasteramts (Mo–Fr 8:00–13:00 Uhr)	2016								
de.wiki_in_Rheinland-Pfalz	Sinzig	Brunnenplatz	Telefonzelle, künstlerisch gestaltet	Aufgestellt vom Verein zur Förderung der Denkmalpflege und vom Heimatmuseum Sinzig[13]	17. Mai 2013	50.544053	7.249289						
de.wiki_in_Rheinland-Pfalz	Speyer	Im Kulturhof Flachsgasse (Eingang von der Maximilianstraße neben Tourist-Information)	BOKX 02	Initiatoren: AG Gedenkveranstaltung „Bücherverbrennung 1933 in Deutschland“ und Förderverein Freunde der Stadtbibliothek Speyer e. V.Spender: o. a. Förderverein und VHS Speyer	08. Mai 2014								
de.wiki_in_Rheinland-Pfalz	Trier	Schammatdorf, vor dem Zentrum (Im Schammat 13 a)	Englische Telefonzelle										
de.wiki_in_Rheinland-Pfalz	Trier	Wahlkreisbüro Katrin Werner, Paulinstraße 1–3, 2. OG	Bücherschrank	Öffnungszeiten: Mo–Fr 8:30–12:00, 13:00–16:00 Uhr	13. Jan. 2017								
de.wiki_in_Rheinland-Pfalz	Weinolsheim	Im Dorfgemeinschaftshaus, Friesenheimer Straße 8	Holzschrank										
de.wiki_in_Rheinland-Pfalz	Westerburg	Marktplatz	Englische Telefonzelle			50.561961	7.969504						
de.wiki_in_Rheinland-Pfalz	Worms	Auxereplatz	Holzschrank	Dienstag bis Freitag 09:30–12:30 und 13:30–17:00, Samstags 10:00–13:00	Okt. 2011	49.634944	8.355833						
de.wiki_in_Sachsen	Bad Schandau	Bächelweg 26	Gelbe Telefonzelle	„Gelbe Bücherwechselstelle“, Ortsteil Krippen	2015	50.907557	14.16664						
de.wiki_in_Sachsen	Bautzen	Postplatz/ Ecke Goschwitzstraße	Telefonzelle		08. Okt. 2015	51.178029	14.42839						
de.wiki_in_Sachsen	Bobritzsch-Hilbersdorf,OT Naundorf	Bahnhofsberg / An der Försterei	Telefonzelle	An der Kreuzung Sächsischer Jakobsweg / Schmalspurbahn Alter Bahnhof	Mai 2018	50.936111	13.430833						
de.wiki_in_Sachsen	Brand-Erbisdorf,OT St. Michaelis	Talstraße 60 / Ecke Brandweg	Telefonzelle	Am Abzweig zur Alpakawiese	Sep. 2018	50.8715	13.2947						
de.wiki_in_Sachsen	Callenberg OT Reichenbach	Straße des Friedens 40	Bücherschrank	Der Bücherschrank befindet sich an der rechten Seite des Gebäudes und ist 24 Stunden offen.	Apr. 2019	50.835989	12.657623						
de.wiki_in_Sachsen	Chemnitz	Im Foyer des Kulturhauses DAStietz, Reitbahnstraße	Bücherschrank	Der Bücherschrank stand früher vor dem Eingang und wurde in das Gebäude versetzt.	Mai 2011	50.831006	12.923623						
de.wiki_in_Sachsen	Chemnitz	Schönherrstraße 8	Bücherschrank	Der Schrank steht in der Schönherrfabrik im Durchgang zur Fabrik-Küche (Wintergarten) gegenüber von Fischers Fine Interior	24. Aug. 2019	50.850413	12.921736						
de.wiki_in_Sachsen	Dresden-Äußere Neustadt	Kamenzer Straße 36, Ecke Sebnitzer Straße	Bücherregal	Neben dem Eingang		51.068061	13.758663						
de.wiki_in_Sachsen	Dresden-Friedrichstadt	Messering 6	Blaue Lesezelle Messe Dresden	Eingang zur Börse Dresden[1]	September 2014	51.068844	13.716325						
de.wiki_in_Sachsen	Dresden-Gorbitz	Leutewitzer Ring 75	Bücherkiste	Im Foyer des Kirchgemeinde­zentrums auf der rechten Seite, barrierefrei zugänglich während der Öffnungszeiten		51.0487867595319	13.6724317073822						
de.wiki_in_Sachsen	Dresden-Hechtviertel	Spielplatz Schanzenstraße	Telefonzelle	Betreut vom Hechtviertel e. V.[2]	Aug. 2014	51.076285	13.750008						
de.wiki_in_Sachsen	Dresden-Hellerau	Am Markt vor der Apotheke	Telefonzelle			51.10989	13.76101						
de.wiki_in_Sachsen	Dresden-Innere Neustadt	In der Neustädter Markthalle zwischen Café Rösterei und Textilpflege	Bücherregal	Regal									
de.wiki_in_Sachsen	Dresden-Klotzsche	Bahnhof Dresden-Klotzsche	Bücherregal	Im Durchgang des Bahnhofsgebäudes	Aug. 2017								
de.wiki_in_Sachsen	Dresden-Löbtau	Schillingplatz	Telefonzelle		10. Okt. 2017	51.04231	13.69906						
de.wiki_in_Sachsen	Dresden-Loschwitz	Pillnitzer Landstraße 14	Bücherregal	Am Begegnungszentrum Bülowh, gegenüber der Loschwitzer Kirche									
de.wiki_in_Sachsen	Dresden-Pillnitz	August-Böckstiegel-Straße 1	Bücherschrank	Im Kammergut am Schloss Pillnitz, 1. OG im Südflügel von 7 bis 17 Uhr zugänglich	Juni 2017	51.0085	13.873528						
de.wiki_in_Sachsen	Dresden-Südvorstadt	Am DrePunct, Zellescher Weg 17, Dresden	Telefonzelle	Betreut von der Umweltinitiative der TU Dresden	Mai 2019	51.029354	13.738547						
de.wiki_in_Sachsen	Dresden-Südvorstadt	Am Hörsaalzentrum, Bergstraße	Telefonzelle	Betreut von der Umweltinitiative der TU Dresden[3]		51.029103	13.730675						
de.wiki_in_Sachsen	Dresden-Weixdorf	51.1464913.797Altweixdorf 25, 01108 Dresden	Bücherzelle Weixdorf	grüne Telefonzelle Offene Bücherschränke in Dresden. Bücherzelle Weixdorf. In: Commigratio.com. Abgerufen am 29. Februar 2020.		51.14649	13.797						
de.wiki_in_Sachsen	Eilenburg	JuBi Mitteldeutschland, Leipziger Straße 25	Bücherschrank	Bücherschrank während der Öffnungszeiten, Di und Do von 15.00 bis 17.00 Uhr, von JuBi Mitteldeutschland betreut.	Juni 2019								
de.wiki_in_Sachsen	Flöha	Augustusburger Straße 51	Offenes Bücherregal	Während der Öffnungszeiten im a.b.c.-Reisebüro	Dez. 2016	50.855264234	13.071410358						
de.wiki_in_Sachsen	Frankenberg/Sa.	Durchgang vom Markt zur Rathauspassage	Schrank	Initiative des Kunst- und Kulturvereins Frankenberg/Sa. e. V.	Okt. 2011	50.912228577	13.032928705						
de.wiki_in_Sachsen	Freiberg	 Frauensteiner Straße 95	Offenes Bücherregal	EKM Entsorgungsdienste Kreis Mittelsachsen GmbH	Okt. 2013	50.904814	13.367007						
de.wiki_in_Sachsen	Freiberg	Agricolastraße 10	Kühlschrank	Foyer der Universitätsbibliothek Freiberg[4]	Mai 2018	50.924674	13.339307						
