id	title	lat	lon	address	type	open	comment	contact	bcz	digital	icontype	deactivated	deactreason	entrytype	homepage	Source
2935		53.1894432	50.107348	, 94				303-31-50	1					bookcase	vk.com/samaradkz	openbookcase.org
2936	Bücher-Tauschbox Godenswege	53.457598	13.288822	17094 Godenswege/Cammin, Godensweger Straße 2c	Bücherschrank	24/7			1					bookcase		openbookcase.org
2937	Bücherregal Jugendbildungszentrum Blossin e. V	52.260304	13.803388	Waldweg 10, 15754 Heidesee/OT Blossin										bookcase	www.blossin.de/service/belegungsuebersicht/blossin/blossin-macht-schlau....html	openbookcase.org
2945	Bücherschrank Ingeln-Oesselse	52.279938	9.887218	Gleidinger Str.28, Ingeln-Oesselse										bookcase		openbookcase.org
2947	Öffentlicher Bücherschrank Pasing	48.1467967	11.46103	Landsberger Straße 486 München	Offener Bücherschrank vor dem Rathaus	24 Std. 7 Tage								bookcase		openbookcase.org
2948	- !	50.428565	30.540807	1		-  8.30  21.30, -  10  18.		0 800 300 803	1					bookcase	gotovo.net.ua/	openbookcase.org
2949	Museum am Schölerberg	52.249287	8.069587	Klaus-Strick-Weg 10	Bücherschrank und Givebox	während der Öffnungszeiten des Museums		foej@osnabrueck.de		1				bookcase	www.museum-am-schoelerberg.de/	openbookcase.org
2950	Lese-Oase	52.265538	8.028152	Am Pappelgraben, Ecke Hiärm-Grupe-Straße				anton.asche@mhinac.de						bookcase		openbookcase.org
2951	Bücherzelle Mössingen	48.406005	9.05642	Bahnhofstraße 6, Mössingen	Graue Telefonzelle	24/7		Bürgerstiftung Mössingen						bookcase	www.bürgerstiftung-mössingen.de/	openbookcase.org
2952	VHS Main-Taunus-Kreis	50.0866201	8.4494	Pfarrgasse 38 65719 Hofheim			reingehens, nach links und dann gleich wieder rechts							bookcase	www.vhs-mtk.de	openbookcase.org
2955	Bücherschrank Fallersleben	52.4183042	10.714475	fallersleben westerstrasse 32										bookcase		openbookcase.org
2956	Buchhaltestelle Framersheim	49.758356	8.186735	Außerhalb (beim Wendeplatz vor dem Clubhaus des Carneval Clubs), Framersheim	Offener Bücherschrank	Keine (immer offen)								bookcase		openbookcase.org
2957	Boekenhuisje Vasse	52.4335467	6.834421	Denekamperweg 210 Vasse	repurposed ice cream counter	24/7								bookcase	www.tubantia.nl/regio/almelo-en-omgeving/tubbergen/boekenhuisje-vasse-telt-bij-d[trunc]	openbookcase.org
2958	Stationshuiskamer Zevenaar	51.923075	6.073009	Stationsplein 9 Zevenaar	Bookcase in railway station cafeteria	Monday - Friday  06:30 - 18:00	Free WiFi and electrical outlets. And if you want, you can knit a while, using t[trunc]							bookcase		openbookcase.org
2960	Minibieb	52.00485	5.68113	Laarweg, Bennekom	all kinds of books	all day								bookcase		openbookcase.org
2961	Eefs boekenkastje	13.3491178	-85.944255	Maria Danneelserf 66	Minibieb	24/7		Eveline Kleijn	1					bookcase	Facebook.com/eefsboekenkastje	openbookcase.org
2963	Inekes Minibieb	52.510834	5.687388	Van den hamlaan 9, Dronten	Minibieb	24/7	In het stalletje op het erf staat een minibieb en een kinderzwerfboekstation	Ineke						bookcase	Www.facebook.com/inekesminibieb	openbookcase.org
2964	Bücherzelle am Forum Stein	49.41273	11.01278	Hauptstraße, Stein	Telefonzelle	24/7	errichtet 2016; bemalt vom Kunstprojekt 2015 der Mittelschule Stein							bookcase		openbookcase.org
2965	Wandelhalle Reinhardshausen	51.110817	9.080876	Quellenstraße 43, 34537 Bad Wildungen	Regal		Im Lesesaal der Wandelhalle.							bookcase		openbookcase.org
2966	Schwimmbad Waghäusel	49.24719	8.518159	Schwimmbadstraße, 68753 Waghäusel		Montag - Freitag  09:00 - 20:00 Uhr,    Samstag, Sonntag und an Feiertagen  08:0[trunc]	steht im Vorraum des Schwimmbads							bookcase		openbookcase.org
2967	Bücherschrank Marklohe	52.669302	9.157158	Hoyaer Str. / Parkplatz an der Feuerwehr										bookcase		openbookcase.org
2968	Bücherhäusle	48.9595528	9.125521	Bietigheim-Bissingen Marktplatz 9										bookcase		openbookcase.org
2969	Bücherschrank Grafenhausen-Rothaus	47.79351	8.246645		Kühlschrank	24/7	Quelle siehe Website - Standort ungenau, möglicherweise sogar falsch.	Pfarramt St. Bernhard Grafenhausen						bookcase	www.hochschwarzwald.de/Media/Attraktionen/Buecherschrank	openbookcase.org
2970	Minibieb Grote Hagen	51.886875	4.550668	Grote Hagen, Rotterdam	minibieb		Een muur vol boeken in het Huis van de Wijk Grote Hagen. ma - vr van 12:00 - 17:[trunc]							bookcase		openbookcase.org
2972	Mijn minibieb in de tuin	51.9755188	4.13816	Gemma frisiuspad 5										bookcase	www.facebook.com/Mijn-Minibieb-In-De-Tuin-Hoek-Van-Holland-1630616043935551/	openbookcase.org
2973	boekenhuisje	51.92487	4.622144	cantharel 14	boekenhuisje	00.00-24.00 uur								bookcase		openbookcase.org
2974	IKEA Kassel	51.277347	9.526348		Bücherschrank	Zu den IKEA-Öffnungszeiten: Mo-Do,Sa 10-20; Fr 10-21	In der Nähe des Ausgangs, gegenüber vom Kundenservice.							bookcase		openbookcase.org
2975		53.901734	27.552617	.   14		8:30-21:30		80257960599						bookcase		openbookcase.org
2977	Bücherregal Rindermarkthalle St.Pauli	53.556428	9.965565	Neuer Kamp 31, 20359 Hamburg	Bücherregal	Mo.-Sa. 10:00-20:00 Uhr			1					bookcase	www.rindermarkthalle-stpauli.de	openbookcase.org
2980	Boekenplank Gemeentehuis	51.914762	4.587071	Raadhuisplein 2	boekenplank	nog-invullen								bookcase		openbookcase.org
2981	Kinderboerderij  Klein boveneind	51.925029	4.615765	Ijsseldijk 82 - ingang benedendijks	kinderboekenplank	di t/m zo 08.00 – 16.30 uur - zie internet								bookcase		openbookcase.org
2982	Boekenplank Streekmuseum	51.919944	4.588085	IJsseldijk 312	boekenplank	dinsdag t/m zaterdag  van 14:00 – 17:00 uur								bookcase		openbookcase.org
2983	Boekenplank Tiendhoven	51.91598	4.59692	Patrijzenstraat 57 (ingang de specialiteit.)		08.00 - 17.00 uur								bookcase		openbookcase.org
2984	Givehäusle	48.8001956	9.218467	Kegelenstraße 21		24 / 7								givebox		openbookcase.org
2985	boekenhuisje 1	51.912019	4.60921		boekenhuisje	00.00-24.00 uur								bookcase		openbookcase.org
2987	boekenhuisje	51.945399	4.849895	havenstraat 78	boekenhuisje	00.00-24.00								bookcase		openbookcase.org
2988	Albertheyn koffietafel -boekenplank/kastje	51.946616	4.85835	Cellebroedersstraat 1	-boekenplank/kastje	08.00-20.00								bookcase		openbookcase.org
2989	Boekenhuisje	51.945416	4.857379	Langerakkerweg 25	boekenhuisje	00.00-24.00								bookcase		openbookcase.org
2990	obczKoninginneK	51.947277	4.867839	Koninginnekruid 12	boekenkastje	00.00-24.00			1					bookcase	www.facebook.com/obczkoninginnek/?fref=ts	openbookcase.org
2991	boekenhuisje	52.009381	4.983904	Dorp 127	boekenhuisje	00.00-24.00								bookcase		openbookcase.org
2992	Boekenhuisje	51.911685	4.585494	Waalstraat 58	boekenhuisje	00.00-24.00 Away in bad weather								bookcase		openbookcase.org
2993	boekenhuisje?	51.895871	4.686211	hoek van oosterhof en lekdijksteeg.	boekenhuisje	00.00-24.00								bookcase		openbookcase.org
2996	Buurtbieb Barchem int Onderschoer	52.124735	6.442446	Beukenstraat 1	Buurtbieb									bookcase	www.onderschoer.nl/	openbookcase.org
2997	boekenhuisje	51.906075	4.685889	Hangt aan schutting van hoekhuis slobeendstraat	boeken	00.00								bookcase		openbookcase.org
2999	VHS Leipzig	51.34518	12.373406	Löhrstraße 3, 04105 Leipzig	Tauschschrank	Öffnungszeiten des Hauses		Ilona Hensel, Zimmer 204						bookcase	www.vhs-leipzig.de/	openbookcase.org
3000	Bücherständer Post Paunsdorf	51.346366	12.447655	Am Bauernteich 5, 04328 Leipzig	Bookcrossing-Regal	Mo - Fr 9:00 - 12:00 und 14:00 - 18:00, Sa 9:00 - 12:00			1					bookcase	www.bookcrossing.com/hunt/28/583/32655/709101	openbookcase.org
3001	Bookcrossing-Regal Lukas-Bäcker	51.339684	12.379768	Grimmaische Straße, Leipzig	Bookcrossing-Regal	Mo-Sa 06:00-21:00 Uhr So 06:00-19:00 Uhr			1					bookcase	lukas-baecker.de/unsere-filialen.html	openbookcase.org
3002	Bücherschrank HomeLe Leipzig	51.36465	12.356556	Georg-Schumann-Straße 130, 04155 Leipzig	Bookcrossing-Regal	Di, Mi 10-18:00, Do, Fr 10-23:00, Sa 14-23:00, So 14-18:00			1					bookcase	www.homele.de/	openbookcase.org
3003	Bücherregal Seniorenbüro	51.345518	12.403881	Eisenbahnstraße 66, 04315 Leipzig	Bookcrossing-Regal				1					bookcase	www.muehlstrasse.de/seniorenbuero.html	openbookcase.org
3004	Bücherregal Bürgerverein Schönefeld	51.359706	12.415323	Ossietzkystraße 22, 04347 Leipzig	Tauschregal	Mo. - Fr. 10 - 17 Uhr			1					bookcase	www.bv-schoenefeld.de/startseite/	openbookcase.org
3005	Bookcrossing-Regal Kloserbäckerei	51.332164	12.335967	Karl-Heine-Straße 40, 04229 Leipzig	Bookcrossing-Regal	Mo-Fr 7:00-19:00, Sa 7:00-18:00, So 8:00-13:00			1					bookcase	www.baeckerei-seidel.de/filialen/filialen-leipzig	openbookcase.org
3006	Beelen (Innogy)	51.929709	8.117824	Villers-Ecalley-Platz, 48361 Beelen	Innogy Bücherschrank (BOKX)	24 / 7	gestiftet von der Innogy SE							bookcase	bit.ly/innogycases	openbookcase.org
3007	Nickenich (Innogy)	50.413667	7.325642	Kirchstraße 2, 56645 Nickenich	Innogy Bücherschrank (BOKX)	24 / 7	gestiftet von der Innogy SE							bookcase	bit.ly/innogycases	openbookcase.org
3008	Polch (Innogy)	50.299326	7.313853	Marktplatz 1, 56751 Polch	Innogy Bücherschrank (BOKX)	24 / 7	gestiftet von der Innogy SE							bookcase	bit.ly/innogycases	openbookcase.org
3009	Schweich (Innogy)	49.823428	6.753142	Richtstraße 42, 54338 Schweich	Innogy Bücherschrank (BOKX)	24 / 7	gestiftet von der Innogy SE	BOKX						bookcase	bit.ly/innogycases	openbookcase.org
3010	Elsdorf (Innogy)	50.934234	6.567555	Köln-Aachener Str. 106, 50189 Elsdorf	Innogy Bücherschrank (BOKX)	24 / 7	gestiftet von der Innogy SE							bookcase	bit.ly/innogycases	openbookcase.org
3011	Schapen (Innogy)	52.399663	7.561389	Kolpingstr. 5, 48480 Schapen	Innogy Bücherschrank (BOKX)	24 / 7	gestiftet von der Innogy SE							bookcase	bit.ly/innogycases	openbookcase.org
3012	Metelen (Innogy)	52.144264	7.213324	Sendplatz 1, 48629 Metelen	Innogy Bücherschrank (BOKX)	24 / 7	gestiftet von der Innogy SE							bookcase	bit.ly/innogycases	openbookcase.org
3013	Bücher BoX	52.47283	13.381775	Siegertweg 24		24/7			1					bookcase		openbookcase.org
3014	Hochstetten-Dhaun / Ortsteil Hochstetten (Innogy)	49.799117	7.518007	Hauptstraße 7, 55606 Hochstetten-Dhaun	Innogy Bücherschrank (BOKX)	24 / 7	gestiftet von der Innogy SE							bookcase	bit.ly/innogycases	openbookcase.org
3015	Sundern (Innogy)	51.290382	8.035512	Sebastianstraße 1, 59846 Sundern	Innogy Bücherschrank (BOKX)	24 / 7	gestiftet von der Innogy SE							bookcase	bit.ly/innogycases	openbookcase.org
3016	Heiligenhaus / Unterilp (Innogy)	51.332412	6.941316	Moselstraße - Ecke Ilpweg, 42579 Heiligenhaus	Innogy Bücherschrank (BOKX)	24 / 7	gestiftet von der Innogy SE							bookcase	htttp://bit.ly/innogycases	openbookcase.org
3017	Oer Erkenschwick (Innogy)	51.640071	7.261207	Berliner Platz, 45739 Oer Erkenschwick	Innogy Bücherschrank (BOKX)	24 / 7	gestiftet von der Innogy SE							bookcase	bit.ly/innogycases	openbookcase.org
3019	Panschwitz-Kuckau	51.233652	14.19697		Telefonzelle									bookcase		openbookcase.org
3021	Walserhaus Hirschegg	47.342606	10.167097	Walserstraße 264, 6992 Hirschegg, Austria	offener Bücherschrank	Mo - So: 8.00 - 19.00								bookcase		openbookcase.org
3022	Büchertisch im Rathaus Kreuzberg	52.493668	13.385666	Yorckstraße 4, 10969 Berlin	Büchertisch		im hinteren Teil des Foyer							bookcase		openbookcase.org
3023	Kaffe&Co	59.9507017	10.694271	Risalléen 41, Oslo	Cupboard on a pole	24/7								bookcase	www.facebook.com/KaffeOgCo/	openbookcase.org
3024	Skakkasafn	64.125603	-21.86143	Sogavegur 109		24/7	.							bookcase	de-de.facebook.com/skakkasafn/	openbookcase.org
3025	Coffee Bean	55.7787	37.600493	,   39/6		8-00  22-00			1					bookcase		openbookcase.org
3026	Bücherschrank Polizeiposten Plieningen	48.7103995	9.202839	Filderhauptstraße 155, 70599 Stuttgart										bookcase		openbookcase.org
3028	Autobusni kolodvor Samobor	45.808592	15.716924		LFL	24/7								bookcase		openbookcase.org
3029	Öffentlicher Bücherschrank	48.1170587	11.526041	Partnachplatz, München		24 Std. 7 Tage								bookcase		openbookcase.org
3030	TatarInn Hotel	55.78118565	49.116649	6, ,				+7 843 5610961						bookcase	www.tatarinn.ru	openbookcase.org
3031	Het Kroontje	53.1913789	5.829987	Keizerskroon 201, 8935 LP ,Leeuwarden	kinderzwerfboek	24 uur per dag								bookcase	www.kinderopvanghetkroontje.nl/kinderboeken/	openbookcase.org
3032	Bücherschrank im Rathaus	48.80573625	8.222656	Eberbachstr. 1, Baden-Baden		Vormittags während der Öffnungszeiten der Ortsverwaltung, Do. auch 14 - 18 Uhr								bookcase		openbookcase.org
3033	Coburg Albertsplatz	50.25645	10.963483	Albertsplatz	offener Bücherschrank	24/7	barrierefrei, Kinderfach	pscoburg@gmx.de						bookcase		openbookcase.org
3034	Bücherwurm- Regal	51.6913942	12.263926	Siebenhausener Straße , OT Bobbau, 06766 Bitterfeld- Wolfen										bookcase	www.einkaufszentrum.com/bobbau/mulde-park	openbookcase.org
3035	Öffentlicher Bücherschrank Moosach	48.180882	11.510753	Bunzlauerstrasse 46 Moosach München (Nähe Bhf in Richtung Dachauerstr.)	Öffentlicher Bücherschrank	24 Std. 7 Tage								bookcase		openbookcase.org
3036	OBCZ Chocolaterie - Café YilliY	49.412568	8.709127	Haspelgasse 7, 69117 Heidelberg	Regal	Montag bis Sonntag 10:00 - 20:00 Uhr			1					bookcase	www.bookcrossing.com/hunt/28/238/117672/443878	openbookcase.org
3037	Fritzlar	51.134043	9.274279		Telefonzelle	24/7								bookcase		openbookcase.org
3038	minibieb nassaustraat	51.933232	4.64005	Graaf Hendrik van Nassaustraat, 46	boekenhuisje	00.00-24.00								bookcase	minibieb.nl/minibieb/minibieb-nassaustraat/	openbookcase.org
3039	Bücherschrank in der Au (Am Herrgottseck)	48.12711665	11.58515	Am Herrgottseck 2, München	Bücherschrank	24 Std./7 Tage								bookcase		openbookcase.org
3051	Bücherzelle Berglen-Oppelsbohm	48.860656	9.468654	Beethovenstraße 14, Berglen-Oppelsbohm	Telefonzelle									bookcase		openbookcase.org
3052	Kentish Town West	51.546515	-0.14661	Prince of Wales Rd, London, NW5 3LL	Shelf		In the entrance area on the left, opposite the information window.	Managed by station staff according to sign	1					bookcase	www.bookcrossing.com/hunt/3/1558/84462/815477	openbookcase.org
3053	Bücherschrank im Dorfladen	47.6231967	9.660224	Dorfstraße 19, 88069 Tettnang	Bücherschrank									bookcase	www.dorfladen-hiltensweiler.de/	openbookcase.org
3054	Lila Bücherzelle der evang.-luthr. Gemeinde St. Matthäus	49.5839701	11.007732	Rathenaustr. 3-5 ; 91054 Erlangen	ehem. Telefonzelle, lila gestrichen	24 h an 7 Tagen	Steht im ummauerten Innenhof, der aber zugänglich ist.							bookcase		openbookcase.org
3056	Bregenz - Quartierpark Mariahilf	47.494984	9.728656				Position ungenau, irgendwo im Park... wer genaueres weiß, bitte korrigieren!							bookcase		openbookcase.org
3057	Bregenz - Seeanlagen	47.504392	9.743661		Stahlschrank mit Glastüren	24/7			1					bookcase	www.bookcrossing.com/hunt/47/1095/34404/809351	openbookcase.org
3058	Bücherregal Daniels Grüne Oase	52.548547	13.345229	Guineastraße 6, 13351 Berlin	Bücherregal	24h								bookcase		openbookcase.org
3059	Steinecke	52.150644	9.951387	Altpetristraße 1, 31134 Hildesheim	Regal	Zu den Öffnungszeiten der Filiale	Im hinteren Teil des Ladens, um die Ecke links							bookcase		openbookcase.org
3060	Union Theatre Café & Bar	51.503546	-0.101816	229 Union St, London, SE1 0LR, United Kingdom	Cart									bookcase		openbookcase.org
3061	Little Free Library Peacock	51.503946	-0.207967	Abbotsbury Rd, Kensington, London, W14 8EP, United Kingdom	Little Free Library	24/7								bookcase	littlefreelibrary.org	openbookcase.org
3062	Acton Central Station	51.50872	-0.26295	Acton Central Railway Station, Churchfield Road, Acton, W3 6BH	Shelf			Organised by the Churchfield Community Association, http://www.churchfield.org/						bookcase	booksforlondon.org.uk/locations/acton-central/	openbookcase.org
3063	West Ealing Station	51.51346	-0.319811	Drayton Green Road, West Ealing, Greater London, W13 0NQ	Shelf									bookcase	booksforlondon.org.uk/locations/west-ealing-station/	openbookcase.org
3064	Tesco Perivale Book Donation Table	51.533765	-0.318665	The Old Hoover Bldg, Western Ave, Perivale, Greenford UB6 8DW	Table		Inside Tesco at the entrance to the right							bookcase		openbookcase.org
3065	LSE Garrick	51.51347361	-0.116521		Shelf		Café that belongs to the London School of Economics and Political Science. There[trunc]	Staff at the Cafe	1					bookcase	www.facebook.com/LSEgarrick/	openbookcase.org
3066	Reeuwijk voor jong en oud	52.049901	4.731213	Bronmos 2, Reeuwijk										bookcase		openbookcase.org
3067	Straatbieb Raadhuisweg	52.051072	4.724953	Raadhuisweg 141 Reeuwijk										bookcase		openbookcase.org
3068	Straatbieb - Moerweide	52.051973	4.729689	Moerweide 48 reeuwijk										bookcase		openbookcase.org
3069	OBCZ Hoops & Grapes	51.51548128	-0.104932	80 Farringdon St, London EC4A 4BL	Shelf inside pub		The shelf is below the mirrors on the left hand side as you go in.   http://www.[trunc]		1					bookcase	www.hoopandgrapes.co.uk/	openbookcase.org
3070	Gibbons Rent	51.503522	-0.081798	Gibbons Rent, London, SE1										bookcase	www.bookcrossing.com/hunt/3/1558/129618/794553	openbookcase.org
3071	Willesden Green Station	51.549183	-0.2212	Walm Ln, London NW2 4QS, Vereinigtes Königreich	Shelf inside station		In the ticket hall opposite the stairs to the platforms. Inside the barriers (ne[trunc]	http://www.cricklewoodlibrary.org.uk/	1					bookcase	www.cricklewoodlibrary.org.uk/pop-up-library/	openbookcase.org
3072	Leeside Free Library	51.58064691	-0.203343	52 Leeside Crescent, London, NW11 0JL	Little Free Library	24/7								bookcase	www.facebook.com/LeesideFreeLibrary/	openbookcase.org
3073	Makepeace Little Free Library	51.56446616	-0.150295	28 Makepeace Avenue, Highgate, Greater London, N6 6EJ	Little Free Library	24/7			1					bookcase	www.bookcrossing.com/hunt/3/1558/76427/795057	openbookcase.org
3074	Little Free Library Brettenham Road	51.5964965	-0.022154	47 Brettenham Rd, Walthamstow, London, E17	Little Free Library	24/7			1					bookcase	www.bookcrossing.com/hunt/3/1558/32175/762916	openbookcase.org
3075	Little Free Library Cairo Road	51.58627725	-0.016729	77 Cairo Road, Walthamstow, London, E17 3BB	Little Free Library	24/7								bookcase	www.bookcrossing.com/hunt/3/1558/32175/776514	openbookcase.org
3076	Little Free Library Eastfield Rd	51.58590552	-0.0188	21 Eastfield Rd, Walthamstow, London, E17	Little Free Library	24/7								bookcase	www.bookcrossing.com/hunt/3/1558/32175/776515	openbookcase.org
3077	Little Free Library Buxton Rd	51.58423738	-0.032196	Buxton Rd, Walthamstow, London E17	Little Free Library	24/7			1					bookcase	www.bookcrossing.com/hunt/3/1558/32175/782916	openbookcase.org
3078	Little Free Library Pretoria Ave/Mission Grove (corner)	51.5823133	-0.033486	Walthamstow, Greater London E17	Chest of drawers + bread box	24/7			1					bookcase	www.bookcrossing.com/hunt/3/1558/32175/772428	openbookcase.org
3079	Little free book box South Villas OBCZ	51.546215	-0.129411	South Villas, Camden, Greater London, NW1 9BS	Small open box		Text on bookcrossing.com: On a garden wall towards the bottom of South Vill[trunc]		1					bookcase	www.bookcrossing.com/hunt/3/1558/68247/816678	openbookcase.org
3080	OBCZ Tapping the Admiral	51.54530979	-0.146055	77 Castle Rd, London, NW1 8SU	Bookcase inside pub		In a corner on the left side. Bookcrossing.com has it listed as an OBCZ, however[trunc]		1					bookcase	www.tappingtheadmiral.com/	openbookcase.org
3081	Literatur-Oase	50.972917	11.047056	Spielbergtor, Erfurt	Holzschrank	24/7	Private Initiative. Ein Projekt, in dem seit 2013 durch Urban Gardening aus eine[trunc]	Marcus Jakubowitz www.naturgarten-geschmackvoll.de						bookcase	www.facebook.com/literatur.oase	openbookcase.org
3082	Buckenhofer Bücherzelle	49.592766	11.049977	Immenweg, 91054 Buckenhof	ehemalige Telefonzelle	7 / 24								bookcase		openbookcase.org
3083	Bücherschrank / Kantine	50.942195	6.971056	Charles-de-Gaulle-Platz 1, 50679 Köln	Bücherschrank									bookcase		openbookcase.org
3084	minibieb	52.0133399	4.349043	Vriesstraat 52, Delft			Also listed on minibieb.nl							bookcase	minibieb.nl/minibieb/de-voortuin/	openbookcase.org
3085	Spoorzone minibieb	52.011706	4.350716	Laan van Overvest 11,Delft			Also listed on minibieb.nl							bookcase	minibieb.nl/minibieb/spoorzone-minibieb/	openbookcase.org
3086	Mini Bieb ’t Stoffig Knijppie	52.0075219	4.352071	Graswinckelstraat 2a,Delft			Also listed on minibieb.nl							bookcase	minibieb.nl/minibieb/minibieb-t-stoffig-knijppie/	openbookcase.org
3087	Minibieb Mackay	52.011586	4.344342	Mackaystraat 22,Delft			Also listed on minibieb.nl							bookcase	minibieb.nl/minibieb/minibieb-mackay/	openbookcase.org
3088	Kleine Vrije Bibliotheek	52.0125362	4.331635	Laan van Groenewegen 26,Delft										bookcase		openbookcase.org
3089	minibieb	52.0162697	4.333524	Sionsweg 8,Rijswijk			Also listed on minibieb.nl							bookcase	minibieb.nl/minibieb/minibieb-bij-zelf-gemaakt-en-benut/	openbookcase.org
3090	Bücherregal Café SAZ	52.490112	13.383847	Kreuzbergstr. 10, 10965 Berlin	Buchregal				1					bookcase		openbookcase.org
3091	minibieb Fabritiusstraat	52.0162955	4.362478	Fabritiusstraat  37 Delft		24/7	Also listed on minibieb.nl							bookcase	minibieb.nl/minibieb/fabritiustraat/	openbookcase.org
3092	Bij de koe	52.0144081	4.352359	Dirklangenstraat 40,Delft			Also listed on minibieb.nl							bookcase	minibieb.nl/minibieb/bij-de-koe/	openbookcase.org
3093	De BagijneBieb	52.0137206	4.352224	Bagijnestraat 16 Delft		24/7	Also listed on minibieb.nl							bookcase	www.bookcrossing.com/hunt/10/1068/31850/833292	openbookcase.org
3094	minibieb	52.0044602	4.365229	Van Speykstraat,Delft		24/7	Also listed on minibieb.nl							bookcase	minibieb.nl/minibieb/van-speykstraat/	openbookcase.org
3095	Buurtbieb	52.0043097	4.366231	Maerten Trompstraat,Delft		24/7	Also listed on minibieb.nl							bookcase	minibieb.nl/minibieb/buurtbieb/	openbookcase.org
3096	minibieb	52.00118	4.36243	Abtswoudseweg,Delft		24/7	Also listed on minibieb.nl							bookcase	minibieb.nl/minibieb/abtswoudseweg/	openbookcase.org
3097	Bep mini boeken en bloemen bieb	52.02936	4.29815	Winston Churchillaan 1035,Rijswijk		24/7								bookcase	minibieb.nl/minibieb/bep-mini-boeken-en-bloemen-bieb/	openbookcase.org
3098	De Oversteek	52.0461	4.343268			24/7	Also listed on minibieb.nl							bookcase	minibieb.nl/minibieb/de-oversteek/	openbookcase.org
3099	Epuntpi	51.984157	4.349596	Boliviastraat 5, Delft		24/7	also listed on littlefreelibrary.org							bookcase	minibieb.nl/minibieb/epuntpi/	openbookcase.org
3100	mini bieb bij Wessels Kaas&Noten	52.00007	4.330495	Dijkshoornseweg,Den Hoorn										bookcase		openbookcase.org
3101	mini bieb	52.0031079	4.334007	Willem de Zwijgerlaan,Den Hoorn										bookcase		openbookcase.org
3102	Offener Bücherschrank	50.5838747	8.673915	Plockstrasse 8, 35390 Giessen		00:00-24:00	Der Offene Bücherschrank ist 24 h zugänglich und hängt an der Hauswand etwa bei [trunc]							bookcase		openbookcase.org
3103	Öffentlicher Bücherschrank Rothenstein	47.867058	10.202667	Rothenstein 2a, Bad Grönenbach	Holzschrank				1					bookcase	www.bookcrossing.com/hunt/28/3379/56207/776158	openbookcase.org
3104	OBCZ-Stiftswald	52.2613465	9.129322	Zum Stiftswald 19, 31683 Obernkirchen	gelbe Telefonzelle	24/7	Es ist kein Licht in der Zelle. Bei Facebook heißt die Zelle Offene Bücherzelle.	Für einen Kaffee plus Keks gerne an der Haustür klingeln!	1					bookcase	www.bookcrossing.com/mybookshelf	openbookcase.org
3105	Durach - Bücherei in einer Telefonzelle	47.696801	10.34484	Kirchenweg 1	Telefonzelle		s. http://www.br.de/nachrichten/schwaben/inhalt/durach-telefonzelle-buecherei-10[trunc]		1					bookcase	www.bookcrossing.com/hunt/28/3379/106186/829452	openbookcase.org
3107	minibieb	51.975809	4.320883				Also listed on minibieb.nl							bookcase	minibieb.nl/minibieb/beatrix-van-schagenlaan-18/	openbookcase.org
3108	Minibieb Keenenburg	51.975865	4.319217	Agnes Croesinklaan,Schipluiden			Also listed on minibieb.nl							bookcase	minibieb.nl/minibieb/minibieb-keenenburg/	openbookcase.org
3109	Buurtbieb Schipluiden	51.975462	4.31768	Keenenburgweg,Schipluiden			Also listed on minibieb.nl							bookcase	minibieb.nl/minibieb/buurtbieb-schipluiden/	openbookcase.org
3110	Minibieb Meursies	51.9777686	4.314116	Boeier,Schipluiden			Also listed on minibieb.nl							bookcase	minibieb.nl/minibieb/minibieb-meursies/	openbookcase.org
3111	Minibieb	51.9785384	4.314153	Tjalk,Schipluiden			Also listed on minibieb.nl							bookcase	minibieb.nl/minibieb/minibieb-van-jeannette-en-ivan/	openbookcase.org
3112	Little Library	51.9779686	4.320062	Anna van Raesfeltstraat,Schipluiden		24/7	Also listed on minibieb.nl							bookcase	minibieb.nl/minibieb/little-library-schipluiden/	openbookcase.org
3113	mini-bibliothèque	43.5626	6.23345	place Georges Clemenceau, Salernes, en face de la mairie										bookcase		openbookcase.org
3114	Livres en Liberté	48.58881	7.77858	rue François-Xavier Richter,Strasbourg										bookcase		openbookcase.org
3115	Livres en liberté	8.8752028	2.177733	square Charles Floquet, Rueil-Malmaison	re-used telephone cell									bookcase	www.villederueil.fr/actualit%C3%A9s/th%C3%A8mes/culture-tourisme/lancement-de-%C[trunc]	openbookcase.org
3116	Livres en liberté	48.8752028	2.177733	square Charles Floquet, Rueil-Malmaison	old telephone cell									bookcase	www.villederueil.fr/actualit%C3%A9s/th%C3%A8mes/culture-tourisme/lancement-de-%C[trunc]	openbookcase.org
3117	Circullivre	48.8914595	2.198023	Maison de la musique, Nanterre		Mo 09:00-12:00;Tu-Fr 09:00-12:00,14:00-18:00		Chantal Ferrez, 01 41 37 91 27						bookcase	www.nanterre.fr/650-circul-livre.htm	openbookcase.org
3118	Lëtzebuerger Bicherschaf	49.61279	6.13066	Place du Théâtre, Luxembourg	metal cabinet	24/7		Monique Hames						bookcase	www.vdl.lu/bicherschaf.html	openbookcase.org
3119	Escher Bicherschaf	49.49624	5.9852	Place de lHôtel de Ville,Esch-sur-Alzette		Mo-Fr 08:00-18:00								bookcase	petitweb.lu/sorties_type/escher-bicherschaf/	openbookcase.org
3120	Boîte à lire	45.7593	4.8476	place Guichard,Lyon		24/7								givebox	www.rue89lyon.fr/2016/05/29/ou-sont-les-boites-lire-lyon-concept-genial-givebox/	openbookcase.org
