Source	Ort	Lage	Typ	Anmerkung	Seit	lat	lon	PLZ	Stadtbezirk	Land	BL	Kanton
de.wiki_in_Mecklenburg-Vorpommern	Ritzerow-Wackerow	 Dorfstraße 3	Vitrine/Schrank	oft auch Tauschecke, Obst zum Mitnehmen		53.676485	12.98108					
de.wiki_in_Mecklenburg-Vorpommern	Rostock-Lütten Klein	 im Warnow-Park, neben DM im  Erdgeschoss	Vitrine		vor 6. Jan. 2020							
de.wiki_in_Mecklenburg-Vorpommern	Rostock-Stadtmitte	 Am Wendländer Schilde, vor der Nikolaikirche	Telefonzelle	initiiert und aufgestellt vom Verein zur Förderung der Östlichen Altstadt[12]	Aug. 2020	54.08749	12.145402					
de.wiki_in_Mecklenburg-Vorpommern	Rostock-Warnemünde	 im Kurpark (zentrale Weggabelung), Kurhausstraße	Säule	initiiert und umgesetzt von einer Reihe Privatpersonen[13]	5. Apr. 2014	54.1779521	12.0794872					
de.wiki_in_Mecklenburg-Vorpommern	Schlemmin (Vorpommern)	 Hauptstraße 12	Bücherschrank	private Initiative, Senfmühle Schlemmin	2019							
de.wiki_in_Mecklenburg-Vorpommern	Schwerin-Paulsstadt	 Platz der Freiheit	Bücherzelle	organisiert vom Ortsbeirat		53.6338281	11.4024693					
de.wiki_in_Mecklenburg-Vorpommern	Schwerin - Krösnitz	 Stadionstraße 1	Gelbe Telefonzelle	betrieben vom Schweriner Kundenmagazin hauspost (maxpress)	2018	53.612883	11.40981					
de.wiki_in_Mecklenburg-Vorpommern	Silz		Gelbe Telefonzelle			53.506918	12.446072					
de.wiki_in_Mecklenburg-Vorpommern	Stralsund (Andershof)	Am Wasserwerk, Verlängerung Fußgängerweg	Telefonzelle „De lütt Bökerstuuv“	gepflegt vom Nachbarschaftsring								
de.wiki_in_Mecklenburg-Vorpommern	Stralsund (Frankenvorstadt)	Großer Diebsteig 3	Bücherschrank (aus Eichenholz)	gepflegt vom Maritimen Zentrum								
de.wiki_in_Mecklenburg-Vorpommern	Stralsund (Knieper Nord)	Eingangsbereich „öffentlicher Sandstrand“	Telefonzelle									
de.wiki_in_Mecklenburg-Vorpommern	Sundhagen, Ortsteil Stahlbrode	Strelasund, am Hafen	Telefonzelle	Idee des Gemeindewehrführers, Telefonzelle von Einwohnern zur Verfügung gestellt[14]	Apr. 2019							
de.wiki_in_Mecklenburg-Vorpommern	Teterow	 Niels-Stensen-Straße 2	Bücherzelle	aufgestellt von der Evangelisch-Freikirchlichen Gemeinde	Dez. 2020							
de.wiki_in_Mecklenburg-Vorpommern	Thandorf	 Dorfstraße 5, hinter dem Dorfgemeinschaftshaus	Telefonzelle	betrieben vom Dorfverein Thandorf e. V.[15]	23. Juni 2015	53.7607089	10.8207932					
de.wiki_in_Mecklenburg-Vorpommern	Usedom	 Am Marktplatz	Baumstamm mit Bank			53.87282	13.920305					
de.wiki_in_Mecklenburg-Vorpommern	Völkshagen	Babendörp _ Marlow OT Völkshagen	Telefonzelle		seit Nov. 2019							
de.wiki_in_Mecklenburg-Vorpommern	Wieck a. Darß	 Bliesenrader Weg 2, nur über das (eintrittspflichtige) Nationalparkzentrum Darßer Arche zugänglich	Regal			54.40932	12.58117					
de.wiki_in_Mecklenburg-Vorpommern	Wismar	 zwischen Mensa und Haus 6, Philipp-Müller-Straße 14	Bücherschrank	Campus der Hochschule Wismar[16]		53.891096	11.446816					
de.wiki_in_Mecklenburg-Vorpommern	Wustrow (Fischland)	 Parkstraße 23	Telefonzelle			54.347404	12.390674					
de.wiki_in_Niedersachsen	Achim	53° 0' 41" N, 9° 1' 58" O Vendtstraße 2, vor dem Angelladen	Bücherschrank			53.011329	9.032653					
de.wiki_in_Niedersachsen	Adelebsen-Erbsen	51° 34' 59" N, 9° 48' 20" O Höbelweg	Britische Telefonzelle	[1]	Mai 2007	51.583181	9.805543					
de.wiki_in_Niedersachsen	Aerzen, Ortsteil Grupenhagen	 unter dem Vordach des Dorfgemeinschaftshauses, Bösingfelder Straße 17	Bücherschrank	Initiative des Vereins Zukunftswerkstatt Grupenhagen[2]	17. März 2021							
de.wiki_in_Niedersachsen	Alfeld (Leine)	51° 59' 10" N, 9° 49' 37" O Seminarplatz	Holzschrank	2010 aufgestellt, 2020 nach Zerstörung durch Brandstiftug erneuert[3][4]	2010	51.986186	9.826814					
de.wiki_in_Niedersachsen	Asendorf	52° 46' 5" N, 9° 0' 42" O Zu den Fischteichen (an der Streuobstwiese)	Bücherkiste			52.768	9.0118					
de.wiki_in_Niedersachsen	Auetal	52° 13' 25" N, 9° 12' 25" O Alte Poststraße	Bücherschrank			52.223587	9.207067					
de.wiki_in_Niedersachsen	Aurich	53° 28' 9" N, 7° 29' 0" O Bäckerei Osterstraße 6	Bücherschrank	zu den Öffnungszeiten der Bäckerei zugänglich		53.469095	7.483221					
de.wiki_in_Niedersachsen	Bad Bentheim	52° 18' 8" N, 7° 9' 1" O Gildehauser Straße 13	RWE-Bücherschrank (BOKX)	aufgestellt von RWE		52.30221	7.15027					
de.wiki_in_Niedersachsen	Bad Essen	52° 19' 5" N, 8° 21' 17" O Lindenstraße, Nähe Apotheke	RWE-Bücherschrank (BOKX)	aufgestellt von RWE[5]	Nov. 2012	52.318133	8.354597					
de.wiki_in_Niedersachsen	Bad Essen-Lintorf	52° 18' 22" N, 8° 25' 40" O Dorfplatz, Heuländer 23	RWE-Bücherschrank (BOKX)	aufgestellt von RWE[5]	Nov. 2012	52.306232	8.427908					
de.wiki_in_Niedersachsen	Bad Fallingbostel-Dorfmark	52° 54' 14" N, 9° 46' 14" O Altes Rathaus, Marktstraße 1	Bücherregal			52.903953	9.770463					
de.wiki_in_Niedersachsen	Bad Gandersheim-Heckenbeck	51° 53' 8" N, 9° 57' 41" O Schulstraße	Bücherschrank			51.885534	9.961466					
de.wiki_in_Niedersachsen	Bad Harzburg	51° 52' 31" N, 10° 33' 41" O Herzog-Wilhelm-Straße 97	Bücherbaum			51.875243	10.561255					
de.wiki_in_Niedersachsen	Bad Iburg	52° 9' 28" N, 8° 2' 44" O Schloßstraße 12, Ecke Große Straße, Nähe Hanseplatz	RWE-Bücherschrank (BOKX)	aufgestellt von RWE[6]	Okt. 2013	52.15769	8.045474					
de.wiki_in_Niedersachsen	Bad Laer	 Kesselstraße 4	Bücherkiste	kleine Bücherkiste und Lesebank im Bauerngarten des Heimatmuseums[8]								
de.wiki_in_Niedersachsen	Bad Laer	 Paulbrink	Bücherschrank	private Initiative, Schrank finanziert vom Energieversorger TEN (Teutoburger Energie Netzwerk eG)[7]	Okt. 2015							
de.wiki_in_Niedersachsen	Bad Rehburg	52° 26' 15" N, 9° 12' 56" O An der Romantik Bad Rehburg, Friedrich-Stolberg-Allee 4	Bücherschrank			52.43753	9.21561					
de.wiki_in_Niedersachsen	Bad Sachsa	51° 35' 46" N, 10° 32' 36" O am Salztal-Paradies	Telefonzelle			51.596181	10.543216					
de.wiki_in_Niedersachsen	Bad Zwischenahn	53° 11' 5" N, 7° 59' 55" O Lange Straße, Ecke Mühlenstraße	Telefonzelle	täglich 10:00–18:00 Uhr		53.18475	7.99855					
de.wiki_in_Niedersachsen	Baltrum	53° 43' 39" N, 7° 22' 2" O vor dem Restaurant „Zum Seehund“, Haus Nr. 178	Bücherschrank			53.727401	7.367153					
de.wiki_in_Niedersachsen	Belm	52° 18' 11" N, 8° 7' 38" O Marktring	RWE-Bücherschrank (BOKX)	aufgestellt von RWE		52.303033	8.127147					
de.wiki_in_Niedersachsen	Bergedorf	53° 1' 36" N, 8° 28' 12" O Alte Dorfstraße, zwischen Kindergarten und Feuerwehr	Telefonzelle	„Bökerschapp“	Okt. 2016	53.026623	8.470021					
de.wiki_in_Niedersachsen	Bergen (Landkreis Celle)	52° 48' 33" N, 9° 57' 44" O Friedensplatz	Britische Telefonzelle			52.809205	9.962111					
de.wiki_in_Niedersachsen	Bienenbüttel-Hohnstorf	 In der Bushaltestelle Solchstorfer Straße/Sandberg	Bücherschrank in Bushaltestelle	private Initiative, Solarbeleuchtung finanziert von Spendern[9]	12. Jan. 2020							
de.wiki_in_Niedersachsen	Bissendorf	52° 14' 7" N, 8° 10' 10" O Am Thie 9	BOKX 01 (COR-TEN-Stahl/ESG)	gestiftet von der RWE[10]	2011	52.235159	8.16936					
de.wiki_in_Niedersachsen	Bissendorf-Schledehausen	52° 16' 50" N, 8° 14' 20" O Am Bredberg 2	RWE-Bücherschrank (BOKX)	aufgestellt von RWE[5]	2012	52.280486	8.239013					
de.wiki_in_Niedersachsen	Bohmte	52° 21' 40" N, 8° 18' 29" O vor dem Bahnhof	RWE-Bücherschrank (BOKX)		2011	52.361083	8.307936					
de.wiki_in_Niedersachsen	Bokel	53° 23' 44" N, 8° 46' 16" O Seebeckstraße	Telefonzelle			53.39552	8.77099					
de.wiki_in_Niedersachsen	Borkum	53° 35' 17" N, 6° 39' 26" O Kurhalle, Bürgermeister-Kieviet-Promenade	Bücherschrank			53.58802	6.65724					
de.wiki_in_Niedersachsen	Bramsche-Achmer	52° 23' 38" N, 7° 55' 52" O Schulstraße 2, an der Grundschule	RWE-Bücherschrank (BOKX)	aufgestellt von RWE		52.393925	7.931029					
de.wiki_in_Niedersachsen	Bramsche-Engter	52° 23' 19" N, 8° 3' 43" O im Alten Dorf, gegenüber der Kirche	RWE-Bücherschrank (BOKX)	aufgestellt von RWE	2011	52.388571	8.06201					
de.wiki_in_Niedersachsen	Bramsche-Lappenstuhl	52° 25' 5" N, 8° 3' 36" O Ernst-Bettermann-Platz	RWE-Bücherschrank (BOKX)	aufgestellt von RWE		52.418152	8.059885					
de.wiki_in_Niedersachsen	Braunschweig	 Weststadt, Alsterplatz	Bücherschrank	24/7, Aufnahme kurz vor Inbetriebnahme	2020							
de.wiki_in_Niedersachsen	Braunschweig	52° 15' 12" N, 10° 30' 38" O Westliches Ringgebiet, Frankfurter Platz	Telefonzelle	24/7		52.253467	10.510582					
de.wiki_in_Niedersachsen	Braunschweig	52° 15' 58" N, 10° 30' 17" O Goslarsche Str. 32, vor der Jakobikirche	Telefonzelle	aufgestellt von der Stadtverwaltung Braunschweig, dem Verein Antirost Braunschweig e. V., dem Designer Martin Markwort und dem Bezirksrat „Westliches Ringgebiet“, 24 Stunden am Tag offen[14]	19. Jan. 2019	52.26613	10.504809					
de.wiki_in_Niedersachsen	Braunschweig	52° 16' 22" N, 10° 30' 27" O Stadtteilladen, Neustadtring 16A	Bücherregal	zugänglich zu den Öffnungszeiten des Stadtteilladens[11]	18. Aug. 2018	52.27276	10.50739					
de.wiki_in_Niedersachsen	Braunschweig	52° 16' 25" N, 10° 31' 44" O Forumsplatz TU Braunschweig	Telefonzelle	aufgestellt von Projekt „Sandkasten TU-Braunschweig“, zugänglich täglich von 7 bis 24 Uhr, außer zwischen Weihnachten und Neujahr[13]	Sep. 2015	52.273666	10.52889					
de.wiki_in_Niedersachsen	Braunschweig	52° 16' 27" N, 10° 28' 46" O Lehndorf, Saarplatz	Bücherschrank	24/7	2020	52.274136	10.479419					
de.wiki_in_Niedersachsen	Braunschweig	52° 16' 41" N, 10° 31' 38" O Haus der Kulturen, Am Nordbahnhof	Bücherzelle	jederzeit[12]		52.278021	10.527205					
de.wiki_in_Niedersachsen	Braunschweig	52° 17' 11" N, 10° 31' 39" O Nordstadt, Nibelungenplatz	Bücherschrank	24/7	2019	52.286449	10.52749					
de.wiki_in_Niedersachsen	Braunschweig	52° 17' 46" N, 10° 32' 25" O Schuntersiedlung, Tostmannplatz	Bücherschrank	24/7	2020	52.296141	10.540272					
de.wiki_in_Niedersachsen	Braunschweig	52° 17' 6" N, 10° 32' 22" O auf dem Campus Nord, vor der Bibliothek	Bücherzelle	24/7	2016	52.285106	10.539545					
de.wiki_in_Niedersachsen	Braunschweig	52° 18' 33" N, 10° 30' 18" O im Ausgangsbereich IKEA Braunschweig	Bücherregal	zugänglich zu den Öffnungszeiten von IKEA		52.309167	10.505					
de.wiki_in_Niedersachsen	Bröckel	52° 31' 4" N, 10° 12' 52" O Bahnhofstraße 4 (Alte Schule)	Bücherschrank		Juni 2017	52.517741	10.214511					
de.wiki_in_Niedersachsen	Buchholz in der Nordheide-Holm-Seppensen	53° 17' 15" N, 9° 52' 22" O Pappelweg 6	Bücherschrank			53.287549	9.872869					
de.wiki_in_Niedersachsen	Buchholz in der Nordheide-Suerhop	53° 18' 41" N, 9° 50' 38" O Am Moor 17	Bücherschrank			53.311493	9.84375					
de.wiki_in_Niedersachsen	Bülstedt	53° 12' 37" N, 9° 9' 6" O Lange Straße, unter der großen Birke	Telefonzelle	private Initiative[15]	Jan. 2015	53.21023	9.151692					
de.wiki_in_Niedersachsen	Burgdorf	 direkt am Stadtpark	Holzschrank	Ausleihe	2014							
de.wiki_in_Niedersachsen	Burgwedel-Wettmar	52° 30' 45" N, 9° 55' 8" O Meitzer Weg, bei der Feuerwehr	Bücherschrank			52.5126	9.91884					
de.wiki_in_Niedersachsen	Burhave	53° 35' 5" N, 8° 22' 13" O im öffentlichen Gemeinschaftsgebäude des Campingplatzes, An der Nordseelagune 1	Bücherregal			53.584637	8.370187					
de.wiki_in_Niedersachsen	Buxtehude	53° 28' 37" N, 9° 42' 6" O Stavenort	Bücherschrank			53.476985	9.701553					
de.wiki_in_Niedersachsen	Celle	52° 37' 17" N, 10° 4' 10" O Bahnhofstraße 21, am Fußgängerüberweg	Holzschrank	Ausleihe	Okt. 2011	52.621453	10.069566					
de.wiki_in_Niedersachsen	Celle	52° 37' 26" N, 10° 5' 10" O Kleiner Plan	Bücherschrank	Ausleihe; offizielle BookCrossing-Zone[16]	Juli 2014	52.6238168	10.0860353					
de.wiki_in_Niedersachsen	Clausthal-Zellerfeld	51° 48' 4" N, 10° 20' 26" O in der Cafeteria der Unibibliothek TU Clausthal, Leibnizstraße 2	Bücherschrank	zu den Öffnungszeiten der Unibibliothek		51.801005	10.340656					
de.wiki_in_Niedersachsen	Cloppenburg	52° 50' 32" N, 8° 2' 22" O Eschstraße 33, an der Roten Schule	Bücherschrank	für Kinderbücher		52.842164	8.039428					
de.wiki_in_Niedersachsen	Cloppenburg	52° 50' 39" N, 8° 2' 13" O Lange Straße 69, am Eingang der Fußgängerzone	Bücherschrank	aufgestellt von der Bürgerstiftung Cloppenburg, barrierefreier Zugang	Okt. 2013	52.844079	8.037046					
de.wiki_in_Niedersachsen	Cloppenburg	52° 50' 41" N, 8° 2' 32" O Sevelter Straße 8, im Bürgeramt des Rathauses	Bücherschrank	zugänglich zu den Öffnungszeiten des Rathauses		52.844769	8.04233					
de.wiki_in_Niedersachsen	Colnrade	52° 57' 39" N, 8° 37' 8" O beim Turn- und Sportverein	Kühlschrank			52.96083	8.61895					
de.wiki_in_Niedersachsen	Cuxhaven-Duhnen	53° 53' 6" N, 8° 38' 37" O Robert-Dohrmann-Platz, vor der Kirche	Bücherschrank	im Winter geschlossen		53.88505	8.643667					
de.wiki_in_Niedersachsen	Cuxhaven-Sahlenburg	Nordheimstraße, Ecke Am Flockengrund	Sahlenburger Bücherschrank, Holzschrank	aufgestellt von der Tourismus- und Interessengemeinschaft Sahlenburg[17]	März 2019							
de.wiki_in_Niedersachsen	Cuxhaven Holte-Spangen	53° 50' 57" N, 8° 38' 37" O Sixtstraße 4	„Der Bücherleuchtturm“	Ausleihe von 9 bis 21 Uhr (privater Tauschschrank)	2014	53.849147	8.643563					
de.wiki_in_Niedersachsen	Damme	52° 31' 25" N, 8° 12' 4" O an der Kreuzung Große Straße/Steinfelder Straße	RWE-Bücherschrank (BOKX)		2012	52.523635	8.201196					
de.wiki_in_Niedersachsen	Delligsen-Grünenplan	51° 57' 19" N, 9° 44' 41" O vor dem Erich-Mäder-Glasmuseum	Bücherschrank			51.95526	9.74468					
de.wiki_in_Niedersachsen	Diepholz	52° 36' 24" N, 8° 22' 7" O nahe dem Rathausmarkt	Offener Bücherschrank Diepholz		2014	52.60665	8.368638					
de.wiki_in_Niedersachsen	Dissen	52° 6' 52" N, 8° 12' 18" O auf dem Karlsplatz	RWE-Bücherschrank (BOKX)		2013	52.114427	8.204925					
de.wiki_in_Niedersachsen	Dörverden	52° 50' 47" N, 9° 13' 34" O vor dem Rathaus	Bücherschrank			52.846505	9.226053					
de.wiki_in_Niedersachsen	Drochtersen	53° 45' 13" N, 9° 23' 7" O Elbinsel Krautsand	Telefonzelle			53.75362	9.385178					
de.wiki_in_Niedersachsen	Einbeck	51° 49' 6" N, 9° 51' 59" O Marktplatz, vor der Marktkirche	Bücherschrank		2015	51.818283	9.866503					
de.wiki_in_Niedersachsen	Emden	53° 22' 49" N, 7° 12' 55" O Geibelstraße 30a	Bücherschrank	Barenburger Kulturbunker		53.380269	7.215408					
de.wiki_in_Niedersachsen	Essern	 Mindener Straße	Bücherschrank	aufgestellt von der Bürgerstiftung im Landkreis Nienburg	Feb. 2016							
de.wiki_in_Niedersachsen	Eystrup	52° 46' 53" N, 9° 13' 30" O Bahnhofstraße 53, vor dem Rathaus	Bücherschrank	aufgestellt von der Bürgerstiftung im Landkreis Nienburg		52.781511	9.224997					
de.wiki_in_Niedersachsen	Freistatt	52° 37' 35" N, 8° 39' 0" O Deckertstraße 20, im Sinnesgarten	Bücherschrank			52.626414	8.649984					
de.wiki_in_Niedersachsen	Frellstedt	 am Lindenplatz	Bücherschrank	[18]								
de.wiki_in_Niedersachsen	Garbsen-Auf der Horst	52° 25' 6" N, 9° 35' 47" O Planetencenter, Planetenring 25	Bücherschrank			52.418348	9.59645					
de.wiki_in_Niedersachsen	Garbsen-Berenbostel	52° 26' 25" N, 9° 36' 47" O Nachbarschaftsladen, Auf dem Kronsberg	Bücherschrank			52.440368	9.613005					
de.wiki_in_Niedersachsen	Geeste-Dalum	52° 35' 18" N, 7° 13' 46" O Vorplatz der Christus-König Kirche, Wietmarscher Damm	RWE-Bücherschrank (BOKX)	aufgestellt von RWE		52.588195	7.229496					
de.wiki_in_Niedersachsen	Gehrden	52° 18' 47" N, 9° 36' 1" O Am Markt	Bücherschrank			52.312978	9.600372					
de.wiki_in_Niedersachsen	Georgsmarienhütte-Oesede		Telefonzelle	2014 aufgestellt nach längeren kommunalpolitischen Querelen, umgestaltet von _ Ausbildungsteilnehmern der Bildungswerkstatt Georgsmarienhütte[19][20]||Oeseder Straße/Am Rathaus, auf dem so genannten Roten Platz	Dez. 2014							
de.wiki_in_Niedersachsen	Giften	52° 12' 53" N, 9° 49' 59" O vor dem Gemeindehaus der Martin-Luther-Gemeinde, Wilhelmstraße 3	Bücherschrank	gesponsert vom Marketingverein Fair-Giften e. V. Entwurf und Ausführung: NewMac Designs	2011	52.214752	9.832934					
de.wiki_in_Niedersachsen	Glandorf	 Am Thie, Höhe Nr. 6	Bücherschrank	initiiert vom Landfrauenverein, finanziert vom Energieversorger TEN (Teutoburger Energie Netzwerk eG)[21]	Mai 2016							
de.wiki_in_Niedersachsen	Goslar-Altstadt	51° 54' 33" N, 10° 25' 35" O am Rosentor, Rosentorstraße 27	Bücherschrank		2015	51.909097	10.426288					
de.wiki_in_Niedersachsen	Goslar-Baßgeige	51° 55' 44" N, 10° 24' 39" O im Marktkauf, Carl-Zeiß-Straße	Bücherregal „Bücherwurm“	zu den Öffnungszeiten des Marktkaufs zugänglich		51.9288	10.4107					
de.wiki_in_Niedersachsen	Goslar-Sudmerberg	 an der St.-Peter-Kirche (Nußanger 15)	Bücherschrank	[22]	21. Jan. 2020							
de.wiki_in_Niedersachsen	Göttingen	51° 31' 26" N, 9° 56' 48" O Königsberger Straße 12, vor dem Geschäft des Vereins Förderer der Straßensozialarbeit e. V.	Vitrine	Ausleihe[23]	2011	51.523911	9.94658					
de.wiki_in_Niedersachsen	Göttingen	51° 32' 7" N, 9° 55' 52" O Obere-Masch-Straße 2	Wandregale			51.535255	9.931136					
de.wiki_in_Niedersachsen	Göttingen-Elliehausen	51° 33' 9" N, 9° 52' 17" O Am Eikborn/Orthwiesen, vor der Ostseite der Kirche St. Martin	Schrank	[24]	2013	51.552426	9.871337					
de.wiki_in_Niedersachsen	Göttingen-Grone	51° 31' 57" N, 9° 53' 40" Ovor dem Petri-Haus in der Backhausstraße	Bücherschrank			51.532462	9.894476					
de.wiki_in_Niedersachsen	Göttingen-Herberhausen	51° 32' 25" N, 9° 59' 4" O An der Mühle 19, Dorfschänke Herberhausen, vor dem Eingang rechts in der Ecke	Bücherregale			51.540377	9.984416					
de.wiki_in_Niedersachsen	Göttingen-Holtenser Berg	51° 33' 38" N, 9° 54' 11" O Europa-Allee 19, neben der Bushaltestelle	Vitrine	[25]	2012	51.560668	9.903077					
de.wiki_in_Niedersachsen	Göttingen-Leineberg	51° 31' 35" N, 9° 55' 1" O Allerstraße 32, vor dem Stadtteilbüro	Schrank	[26]	2011	51.52646	9.91699					
de.wiki_in_Niedersachsen	Göttingen-Universität	51° 32' 30" N, 9° 56' 1" O Platz der Göttinger Sieben 3a, im Lern- und Studiengebäude (LSG), Raum 1.134	Bücherregal		2014	51.54172	9.93356					
de.wiki_in_Niedersachsen	Greetsiel	53° 30' 2" N, 7° 5' 38" O Hohe Straße, an der Kirche	Bücherschrank	nur bei gutem Wetter zugänglich		53.5006	7.09392					
de.wiki_in_Niedersachsen	Gronau (Leine)	52° 5' 5" N, 9° 46' 31" O links vor dem Haus Am Markt 3	Bücherschrank			52.084695	9.775231					
de.wiki_in_Niedersachsen	Gronau (Leine) OT Betheln	52° 6' 50" N, 9° 47' 37" O Alte Schulstraße 19/21	Bücherschrank	aufgestellt durch Dorfpflege Betheln – Eddinghausen – Haus Escherde e. V.	5. Juni 2020	52.11378	9.79351					
de.wiki_in_Niedersachsen	Groß Twülpstedt-Rümmer		Telefonzelle									
de.wiki_in_Niedersachsen	Hagen am Teutoburger Wald	 Dorfstraße	Bücherschrank	betreut von Mitgliedern des  Literaturkreises[27]	Nov. 2017							
de.wiki_in_Niedersachsen	Hagen am Teutoburger Wald, Gemeindeteil Gellenbeck	 Dorfplatz, Höhe Natruper Straße 69	Bücherschrank	finanziert vom örtlichen Energieversorger TEN, betreut von Bücherschrankpatin[28]	Mai 2019							
de.wiki_in_Niedersachsen	Hagen im Bremischen-Rechtenfleth	53° 22' 48" N, 8° 30' 30" O Kreuzung Kehrje/Lindenbruchstraße	Telefonzelle	aufgestellt vom Heimatverein „Ketelhoken-Rechtenflether Heimatfreunde“	Aug. 2014	53.379882	8.508289					
de.wiki_in_Niedersachsen	Hameln	52° 5' 54" N, 9° 21' 19" O im Kultur- und Kommunikationszentrum Sumpfblume, Am Stockhof 2a	Bücherregal	zugänglich zu den Öffnungszeiten der Sumpfblume		52.0983	9.355309					
de.wiki_in_Niedersachsen	Hameln	52° 6' 17" N, 9° 21' 45" O im Bürgergarten, zwischen der Konzertmuschel und dem Bewegungspark, vor dem Ausgang in Richtung des Tourismus-Zentrums	Britische Telefonzelle	zugänglich zu den Öffnungszeiten des Bürgergartens; aufgestellt von der Kommune[29]	Mai 2018	52.1048611	9.36238888888889					
de.wiki_in_Niedersachsen	Hameln	52° 7' 22" N, 9° 20' 43" O im Edeka-Center, Lemkestraße 10	Bücherschrank	zugänglich zu den Öffnungszeiten des Edeka-Centers: Mo–Sa 08:00–21:00 Uhr		52.122762	9.345261					
de.wiki_in_Niedersachsen	Hameln-Holtensen	52° 8' 21" N, 9° 22' 44" O Unsener Straße 7, vor der Postfiliale	Pförtnerhaus			52.139267	9.378924					
de.wiki_in_Niedersachsen	Hameln-Wangelist	52° 4' 57" N, 9° 20' 28" O im Eingangsbereich, Böcklerstraße 6–8	Bücherschrank	zugänglich zu den Öffnungszeiten des Marktkauf-Centers		52.082464	9.341134					
de.wiki_in_Niedersachsen	Hannover-Ahlem	52° 23' 4" N, 9° 39' 55" O Martin-Luther-Kirche, Wunstorfer Landstraße 50a	Holzschrank[3]		Sep. 2008	52.384523	9.665362					
de.wiki_in_Niedersachsen	Hannover-Anderten	52° 21' 48" N, 9° 51' 24" O Am Tiergarten 2	Holzschrank[3]		Okt. 2011	52.363452	9.856607					
de.wiki_in_Niedersachsen	Hannover-Badenstedt	 Körtingsdorf 1	Holzschrank		Nov. 2011							
de.wiki_in_Niedersachsen	Hannover-Bemerode	52° 20' 48" N, 9° 49' 41" O Bemeroder Rathausplatz	Bücherschrank		Sep. 2011	52.346661	9.828078					
de.wiki_in_Niedersachsen	Hannover-Bornum	52° 21' 0" N, 9° 41' 4" O an der Kreuzung Im Dorfe/Ludwig-Gleue-Weg	Holzschrank[3]		Apr. 2009	52.349973	9.684478					
de.wiki_in_Niedersachsen	Hannover-Bothfeld	52° 25' 13" N, 9° 47' 59" O Kurze-Kamp-Straße/Einsteinstraße	Holzschrank[3]		Apr. 2009	52.420165	9.799723					
de.wiki_in_Niedersachsen	Hannover-Bothfeld	52° 25' 52" N, 9° 51' 5" O Sutelstraße, nördlich der St. Nicolai-Kirche	Holzschrank			52.431161	9.851444					
de.wiki_in_Niedersachsen	Hannover-Bult	 An der Melanchtonkirche	Holzschrank		Sep. 2009							
de.wiki_in_Niedersachsen	Hannover-Calenberger Neustadt	52° 22' 15" N, 9° 43' 42" O Neustädter Markt	Holzschrank[3]		Sep. 2007	52.370894	9.728306					
de.wiki_in_Niedersachsen	Hannover-Davenstedt	52° 21' 48" N, 9° 40' 27" O Davenstedter Markt	Holzschrank[3]		Juni 2008	52.363327	9.674141					
de.wiki_in_Niedersachsen	Hannover-Döhren	52° 20' 24" N, 9° 45' 48" O Fiedelerplatz	Holzschrank		März 2010	52.340053	9.763279					
de.wiki_in_Niedersachsen	Hannover-Groß-Buchholz	52° 24' 10" N, 9° 47' 56" O Bussestraße, Ecke Läuferweg, vor der Post	Holzschrank		Okt. 2010	52.402905	9.798835					
de.wiki_in_Niedersachsen	Hannover-Hainholz	52° 24' 2" N, 9° 42' 59" O vor dem Kulturtreff Hainholz	Holzschrank[3]		Nov. 2006	52.400505	9.716299					
de.wiki_in_Niedersachsen	Hannover-Herrenhausen	52° 23' 36" N, 9° 41' 6" O Herrenhäuser Markt	Holzschrank[3]		2010	52.393468	9.685047					
de.wiki_in_Niedersachsen	Hannover-Kirchrode	52° 21' 39" N, 9° 49' 43" O Tiergartenstraße, Ecke Schwemannstraße	Holzschrank		Juni 2012	52.360922	9.828611					
de.wiki_in_Niedersachsen	Hannover-Kleefeld	52° 22' 32" N, 9° 47' 45" O in der Ebellstraße gegenüber vom Schaperplatz	Holzschrank[3]			52.37545	9.795855					
de.wiki_in_Niedersachsen	Hannover-Ledeburg	52° 24' 46" N, 9° 40' 42" O Am Fuhrenkampe, Ecke Immelmannstraße	Holzschrank		Nov. 2010	52.412755	9.678304					
de.wiki_in_Niedersachsen	Hannover-Limmer	52° 22' 38" N, 9° 41' 5" O bei der Haltestelle Brunnenstraße	Holzschrank[3]		2006	52.377353	9.684841					
de.wiki_in_Niedersachsen	Hannover-Linden-Nord	52° 22' 32" N, 9° 42' 25" O Pfarrlandplatz, Ecke Pfarrlandstraße	Holzschrank[3]		2011	52.375543	9.706902					
de.wiki_in_Niedersachsen	Hannover-Linden-Süd	 Charlottenstraße	Holzschrank[3]		2008							
de.wiki_in_Niedersachsen	Hannover-Linden-Süd	52° 21' 31" N, 9° 41' 55" O Schwarze Flage	Telefonzelle			52.358548	9.698715					
de.wiki_in_Niedersachsen	Hannover-List	52° 23' 25" N, 9° 44' 40" O Jakobistraße 31	Holzschrank[3]	[30]	2005	52.390227	9.74433					
de.wiki_in_Niedersachsen	Hannover-List	52° 23' 41" N, 9° 45' 41" O Hunaeusstraße, Ecke Podbielskistraße	Holzschrank[3]		2013	52.394767	9.761261					
de.wiki_in_Niedersachsen	Hannover-List	52° 24' 2" N, 9° 46' 31" O Liliencronplatz (Ostseite)	Holzschrank	[3][31]	2012	52.400518	9.77518					
