Adresse	Code_Postal	Ville	Pays	Remarque	Source	lat	lon
rue de la fontaine	49140	FONTAINE-MILON	France	Dans une ancienne armoire froide, près de l aire de jeux.	boite-a-lire.com	47.5015255	-0.2458515
rue du lavoir	49150	 le Guédeniau	France	Près du lavoir,jardin public	boite-a-lire.com	47.4930732	-0.0447466
24 avenue de St Jean d'angély 	17770	St hilaire de villefranche	France	Bien visible sur la grande place près de la mairie.	boite-a-lire.com	45.8521637	-0.5285301
7 Avenue Amédée Tarrade	87130	Châteauneuf-la-forêt	France	A l'entrée du parc.	boite-a-lire.com	45.7130785	1.6055546
Place de la liberté	87300	Saint-Junien-les-Combes	France	Dans le square du général Navelet, proche de la mairie.	boite-a-lire.com	46.0861804	1.1234144
Rue De La République	57970	Yutz	France	Située à l entrée du parc en face du petit parking	boite-a-lire.com	49.353888	6.196676
pont de Montjean	49570	Montjean-sur-Loire	France	Elle se trouve au pont de Montjean...	boite-a-lire.com	47.3868099	-0.8630675
4 rue Haute	39570	39570	France	Dans une cabine téléphonique. Sur la place à côté d un parking, de la mairie, de la poste et de l'église.	boite-a-lire.com	46.6545216	5.5993857
place du marché	78870	BAILLY	France	2 Boîtes à livres sur Bailly.	boite-a-lire.com	48.842287	2.072132
Mairie	78870	Bailly	France	Partagez, échangez, lisez...	boite-a-lire.com	48.8391009	2.0793786
1 Place de l'église	23320	Saint-Vaury	France	Dans le parc à côté de la mairie.	boite-a-lire.com	46.2043549	1.754763
38 Le Bourg	19170	Lacelle	France	Sur la place principale, proche de la gare.	boite-a-lire.com	45.6408014	1.8260009
4 Route De toulx St Croix	23230	Trois-Fonds	France	A côté de la mairie.	boite-a-lire.com	46.2485454	2.2304176
Place de l'Hôtel de ville	62130	SAINT POL SUR TERNOISE	France	La boîte se trouve sur le mur de la Mairie.	boite-a-lire.com	50.3811933	2.3364299
rue du 8 mai 45	62130	SAINT POL SUR TERNOISE	France	La boîte se trouve sur le pilier à l'entrée de la Maison Pour Tous	boite-a-lire.com	50.3769557	2.3311906
Mairie	27520	Thuit Hébert	France	Juste à côté de la mairie.	boite-a-lire.com	49.3229572	0.8316307
2 place de la république	87220	Feytiat	France	Au fond du parking à côté de l église, proche restaurant scolaire.	boite-a-lire.com	45.8063379	1.3301094
Rue Auguste Dubois	21230	Arnay le Duc	France	Proche de la pharmacie de la tour.	boite-a-lire.com	47.131608	4.486624
Boulevard du Docteur René Dubois	44500	La Baule	France	Très jolie Cabine de plage à lire, assortie aux vraies de la plage.	boite-a-lire.com	47.2808204	-2.3835904
32 ter RUE DE L'YVRON	77540	courpalay	France	La boite se trouve à côté de la salle de judo.	boite-a-lire.com	48.6472977	2.9619029
 	77390	Chaumes en Brie	France	Cabine téléphonique transformée en bibliothèque de rue à côté de la mairie. 	boite-a-lire.com	48.666072	2.841244
rue de l'église	77390	yebles	France	La boite se situe en face de l'église.	boite-a-lire.com	48.6377893	2.7716182
31 rue de la république	31340	Villemur sur tarn	France	Des livres, des magazines, des dvd sont à disposition dans le magasin de l association des BIFFINS OCCITANS brocante liée au recyclage.	boite-a-lire.com	43.8642979	1.50429
32 Rue Frédéric Petite	60210	Grandvilliers	France	Une ancienne cabine téléphonique donnée la commune voisine de Dargies a été mise ne place au sein du Centre Social Rural du Canton de Grandvilliers.	boite-a-lire.com	49.6661795	1.9379041
place du ronceray	35000	Rennes	France	Devant le carrefour Market.	boite-a-lire.com	48.0919065	-1.6397724
10 rue parc des sports	44320	Saint Viaud	France	Située près de l'entrée de l'école, côté maternelle. La maison des livres est un petit chalet réalisé par les parents de l'école Saint Vital.	boite-a-lire.com	47.2576205	-2.0185557
Grand-Place,1	7370	Dour	Belgique	Les boîtes à livres de la Bibliothèque de Dour sont enfin disponibles ! L'une d'elle se trouve à l'intérieur de l'Hôtel de ville de Dour. Bonne lecture à tous !	boite-a-lire.com	50.3964631	3.7789279
Chemin des Croix, 3	7370	Dour	Belgique	Les premières boîtes à lire de la Bibliothèque de Dour sont enfin disponibles ! L'une d'elle se trouve à l'intérieur du Belvédère. Bonne lecture à tous !	boite-a-lire.com	50.394252	3.7767741
rue d Italie, 2	7370	Elouges	Belgique	Les premières boîtes à lire de la Bibliothèque de Dour sont enfin disponibles ! L'une d'elle se trouve à la Cité Sainte-Odile à Elouges. Bonne lecture à tous !	boite-a-lire.com	50.3994162	3.7382005
rue d Offignies, 19	7370	Dour	Belgique	Les premières boîtes à lire de la Bibliothèque de Dour sont enfin disponibles ! L'une d'elles se trouve à la rue d'Offignies à Dour, près des chicanes. Bonne lecture à tous !	boite-a-lire.com	50.3800471	3.7991213
Boulevard Albert Camus	87220	Feytiat	France	Espace vert de Puy Marot, à côté des jeux.	boite-a-lire.com	45.8138693	1.3393897
Rue Lucien Salette	34110	Frontignan	France	 Il s agit d'un ancien frigo customisé, couleur dominante le noir.	boite-a-lire.com	43.4471122	3.75530719
Place des Vanniers	87220	Feytiat	France	Espace vert du Mas Gauthier à côté des jeux	boite-a-lire.com	45.7887957	1.3180869
Place de la Halle	43420	Pradelles	France	Sur le chemin de Stevenson Sur la place du village, près de l'office du tourisme, boîte orange Boite à lire Dans un des plus beaux villages de France. Place du Pont - Paron;71100;Saint-rémy;France;46.7733318, 4.8333541;Abri à lire. Place du 11 Novembre;87220;Feytiat;France;45.8098111, 1.3318887;Au centre bourg près des commerces 8 RUE DES ECOLES;41350;VINEUIL;France;47.5851935, 1.3761285;Elle se trouve devant le bâtiment la Crysalide , une partie pour les enfants et une partie dans un frigo pour les adultes. 4 place de la république;31120;portet sur garonne;France;43.5225727, 1.4078406;Cabine téléphonique. Rue de Marigny;41500;MENARD;France;47.6422386, 1.4058961;Elle se trouve sur la place au coin de la rue Marigny et de la place du prince de chimay. rue gargan;57245;Peltre;France;49.0758265, 6.2280643;Boite à lire située sur la petite place en face du couvent. Place de l'église;23400;Saint-Moreil;France;45.8534664, 1.6895194;Sous l'escalier Cité Fayolas;87200;Saint-Junien;France;45.8925259, 0.917107;en face à la maison de quartier située bâtiment C 2 impasse du Tarbezou;31500;Toulouse ;France;43.586883, 1.4828502;Place Firmis - Mise en place par la mairie. 84B avenue jean jaures;30000;Nimes;France;43.8283918, 4.3524207;Dans la banque crédit mutuel, après le sas d entrée sur la gauche. Il y a une bibliothèque en libre service. 136 boulevard Yves Farge;69007;LYON;France;45.7356963, 4.8268306;Co-réalisée par La commission Culture du Conseil de Quartier de Gerland et le Foyer APF L'Etincelle. Avenue de la Maison Neuve;91227;Brétigny-sur-Orge;France;48.5878861, 2.3044333;Boîte à lire située dans le Centre Commercial de la Maison Neuve. Avenue Paul Vaillant Couturier;87200;Saint-Junien;France;45.8820673, 0.9015511;A la gare Cité Bellevue de Glâne;87200;Saint-Junien;France;45.893227, 0.894816;dans le square face à la maison de quartier située bâtiment E2 Place Morgan ;13300;Salon-de-Provence ;France;43.6388405, 5.0940539;En face de l'office de tourisme. Rue du Romelaere;62500;Clairmarais;France;50.7747091, 2.2984438;Sur le bord du parking en face de l'Eglise. 80 rue de chalais;94240;L'HAY LES ROSES;France;48.771065, 2.3288679;A coté de l'école. 11 rue des jardins;94240;L'hay les roses;France;48.7799634, 2.3374034;A coté de l'auditorium. 26 rue jules ferry;94240;L'HAY LES ROSES;France;48.7770501, 2.3494225;A coté de l'école rue sainte colombe;94240;L'HAY LES ROSES;France;48.77792, 2.359126;A côté du relais mairie. 73 avenue larroumès;94240; L'HAY LES ROSES;France;48.775431, 2.326084;Au Moulin de la Bièvre. 4 rue marc sangnier;94240;L'HAY LES ROSES;France;48.7662304, 2.3222364;A coté de l'école. 3 Chemin du Fort;69340;Francheville;France;45.7297901, 4.7428179;Boite à Lire accessible à tous à proximité du Marché et du Parc du Grillon. Réalisée par les Services Techniques municipaux et décorée par l artiste Mlle Terite. Parc Jean Mermoz;93250; VILLEMOMBLE;France;48.8817795, 2.5165182;Elle se situe dans le parc. 108 rue docteur Temporal;01230;St Rambert en Bugey;France;45.9491571, 5.4418109;Venez lire, emprunter, échanger, déposer des livres pour petits et grands au Centre Socio-Culturel de l'Albarine. Place Charles de Gaulle ;41210;Neung sur Beuvron;France;47.5344562, 1.8059919;Une nouvelle boîte à lire Vival livre. Place curial;69500;bron;France;45.7374217, 4.916939;Une initiative des conseils de quartier ! 3 allée des Maronniers;86420;Monts sur Guesnes;France;46.9206536, 0.2115308;Bibliothèque partagée dans la supérette communale dont je suis le gérant. Rue mansard;21000;Dijon;France;47.310403, 5.0597956; Pont Saint-Etienne;87000;Limoges;France;45.8291225, 1.270532;Au pied du pont Saint-Étienne, côté quai Louis Goujaud. Pont Neuf;87000;Limoges;France;45.8258499, 1.2691421;Au pied du pont Neuf, côté quai Louis Goujaud. 49 route du front de mer;17200;Royan;France;45.6240801, -1.0263112;Sur la promenade le long de la plage. Allée du Parc de la Mairie;93190;livry gargan;France;48.9207631, 2.536178;Devant le centre administratif. Merci au Lions club. place de liberation;93190;livry gargan;France;48.9225613, 2.5438357;Devant le marchand de légumes N3. Merci au lions club. 37 rue eugéne masse;93190;livry gargan;France;48.9257241, 2.544878;Devant le centre culturel cinema. Merci au lions club. 60 avenue du consul general nordling;93190;livry gargan;France;48.9170718, 2.5326578;Dans le parvis de l entrée du parc Lefévre. Merci au Lions club. 9 boulevard gutenberg;93190;livry gargan;France;48.91235, 2.5195496;Devant l entrée du lycée bouloche. Merci au Lions club. ZAC de la fontaine au brun;44570;Trignac;France;47.3004017, -2.2103982;Dans la galerie du Auchan Parc de Gorem Goz;29470;Plougastel-Daoulas;France;48.362414, -4.265608;inauguré le mois dernier cette boîte à livres est la petite soeur de la bibliothèque de rue du bourg de Plougastel. 5 place du Village ;38180;Seyssins;France;45.1562333, 5.6803988;Ancienne cabine téléphonique transformée en petite bibliothèque. Avenue Jean Lefesvre;02400;Château Thierry ;France;49.0434747, 3.3953779;Bien pleine cette boîte à lire ! rue Victor Hugo;31340;VILLEMUR SUR TARN;France;43.8641085, 1.4945205;Quartier Cité verte place Victor Schoelcher;29000;QUIMPER;France;47.984988, -4.0835524;Près de l'école Edmond MICHELET et la maison du Braden Rue Risler;90000;Belfort;France;47.6416964, 6.8356378; Rue de Bruxelles;90000;Belfort;France;47.633796, 6.8417925; Rue Maginot;90200;Giromagny;France;47.7417307, 6.8275971; Rue du Bois;68570;Osenbach;France;47.9857446, 7.2178699 ; rue anna politkovskaia;31200;TOULOUSE;France;43.6131663, 1.4207237; 1 Place Jacques Sauvegrain;31100 ;Toulouse;France;43.5898384, 1.3781671; Parc du Château Peixotto;33400;Talence;France;44.8086252, -0.5900858;La boite à lire se trouve dans le parc Parc du Château Peixotto prés du plan d'eau du coté de la sortie rue Pierre Curie. Il y en a une autre dans le parc .... Rue de l'ancienne ecole ;1588;Montet;Suisse;46.9484519, 7.0287751;La boite se trouve au numéro 5.  place Alphonse Fiquet;80000;amiens;France;49.8910679, 2.3067847;Sur le parvis de la gare, face à la Tour Perret. CD 31;54300;Moncel-lès-Lunéville;France;48.5784606, 6.5207688;A l'entrée de la cafétéria en face du stand à crêpes. 29 route de pontenx;40200;saint-paul-en-born;France;44.2244711, -1.1518441;Derrière la mairie, à l initiative du conseil municipal des Jeunes Plaine d'Eycheil;09200;Saint Girons;France;42.971709, 1.157537;Se trouve le long du chemin qui longe la Salat et qui relie St Girons à Eycheil. Grande rue;02350;Boncourt;France;49.64578, 3.8953272;Mise en place début 2017, en lien avec l atelier bricolage du village, 250 habitants 29 rue Pellerin;57100;Manom;France;49.3698822, 6.177538;Dans l aire de jeu pour enfants. Petite cabane en bois. Route d'Alençon;72650;La Chapelle-Saint-Aubin;France;48.0405839, 0.1743174;Dans la galerie commerciale d'Auchan, des étagères sont mises à dispositions pour déposer, échanger des livres. Mairie de St Hilaire la croix, le bourg ;63440;St Hilaire la croix;France;46.046442, 3.0583414;Accessible tout le temps et située devant la mairie, elle a été construite par notre cantonnier qui a fait un boulot magnifique. 17 avenue charlebourg;92250;la garenne-colombes;France;48.905482, 2.2412786;A l'angle de l'avenue Charlebourg et de la rue Lucien Jeannin   ;04120;La Palud sur Verdon;France;43.7794979, 6.341844;Au dessus du parc de Jeu, Au niveau des escaliers.  ;04360;Moustiers;France;43.8320441, 6.2163597;La boite est située dans la rue piétonne. Rue Paul Cézanne;24200;Sarlat-la-Canéda;France;44.8836199, 1.2224921;  ;30210;collias;France;43.952824, 4.478372;La boite se situe dans le centre ville. Route Forestière du Truc Vert;33950;Lège-Cap-Ferret;France;44.6993615, -1.2467011; Rue Pré-duMarché;1004;Lausanne;Suisse;46.5248512, 6.630107;Ancienne cabine téléphonique, au pied du clocher de la basilique Notre-Dame. 59 avenue de l'URSS;31400;Toulouse;France;43.5804997, 1.4485198;Boite à lire de la mairie  ;77694;Kehl;Allemagne;48.5825765, 7.8466082;Bücherschrank Bücherwurm auf dem Marktplatz Non pas une, mais deux armoires à livres, sur la place du marché d une petite ville allemande, à portée de tram de Strasbourg.  ;60530;Fresnoy en thelle ;France;49.2009649, 2.269171;La boite se situe dans la cabine téléphonique pas très loin de l'école. Place Paul Riché;31200; Toulouse;France;43.6476687, 1.4321816;Quartier Sept-Deniers / Ginestous / Lalande 24h/24h - 7j/7j 3 chemin des Clotasses ;31400;Toulouse;France;43.5498424, 1.4580439;Quartier Rangueil / Sauzelong / Pech-David / Pouvourville 24h/24h - 7j/7j Place Emile Male;31300;Toulouse;France;43.5922963, 1.4177219;Quartier Fontaine-Lestang/Arènes/Bagatelle/Papus/Tabar/Bordelongue/Mermoz/La Faourette 24h/24h - 7j/7j  Place des Glières;31100;Toulouse;France;43.564739, 1.410329;Quartier Saint-Simon / Lafourguette.24h/24h - 7j/7j  Place Soupetard;31000;Toulouse;France;43.6122405, 1.4776672;71 rue Louis Plana – Quartier Jolimont/Soupetard/Roseraie/Gloire/Gramont 24h/24h - 7j/7j Place Baudin;31000;Toulouse;France;43.6045483, 1.409464;Quartier Fontaine-Bayonne / Cartoucherie 24h/24h - 7j/7j 3 avenue marcel perrin;95540;Méry sur oise;France;49.0646172, 2.185627;A côté de la pmi. Jardin Compans;31000;Toulouse;France;43.6110079, 1.4333179;A l entrée du jardin Compans donnant sur la place de l'Europe Quartier Amidonniers Compans-Caffarelli 24h/24h - 7j/7j Square Charles de Gaulle;31000;Toulouse;France;43.6045445, 1.4450723;Quartier Capitole / Arnaud Bernard / Carmes 24h/24h - 7j/7j rue altwiller;67260;harskirchen;France;48.9343136, 7.038187;C est à Harskirchen 67260 devant la boulangerie La Huche à Pain, rue Altwiller 35 rue principale;57980;Metzing;France;49.1052998, 6.9587125;Coté mairie. 10 rue de pologne;78100;saint germain en laye;France;48.8972376, 2.0900856;Place du marché devant la poste. rue de la xavée;88200;remineront;France;48.018096, 6.589541;L'étagère se trouve à l'extérieur du bâtiment Le Volontaire, au centre-ville, côté rue de la Xavée. place de la mairie;78610;le perray en yvelines;France;48.6941148, 1.8549108;Devant la mairie. Champerboux;48210;Sainte Enimie;France;44.408783, 3.413141;Située au coeur du hameau, la boîte à lire a été aménagée dans la cabine téléphonique.	boite-a-lire.com	44.7693087	3.8826565
avenue de saumur	44500	la baule	France	Je viens de voir 2 boîtes à lire en passant sur le remblais. Une en face de l'avenue de Saumur, la 2è entre Pornichet et l'Avenue de la Grande Dune	boite-a-lire.com	47.2806047	-2.3772509
1 rue saint bernard 	31000	toulouse	France	Une boîte à dons rue saint Bertrand juste en face du café Ô 3/4 En Bar, qui est au numéro 1 de la rue.	boite-a-lire.com	43.6089105	1.443045
étang neuf	38090	villefontaine	France	Parc du Vellein vers les terrains de volley Parc du Vellein près du cimetière Parc du l'étang neuf et des quatre vents, au centre.	boite-a-lire.com	45.6049109597141	5.17696380615234
 2 rue Lafayette	87300	Bellac	France	Dans le square de la rue Lafayette.	boite-a-lire.com	46.1203165	1.046434
Place Simon Montariol	31140	Fonbeauzard	France	Sur le parking de la Mairie de Fonbeauzard	boite-a-lire.com	43.6794496	1.4269563
19 rue jacquard	09300	lavelanet	France	Collège louis pasteur.	boite-a-lire.com	42.927682	1.844239
Impasse de la mairie 	25400	Audincourt	France	En face d un café, dans une boîte vitrée, dans un petit passage en face des jets d'eau.	boite-a-lire.com	47.4815605	6.8412807
rue des embruns	66000	perpignan 	France	Ancienne cabine téléphonique anglaise.	boite-a-lire.com	42.6968382	2.9159217
place de sardane	66000	perpignan 	France	Ancienne cabine téléphonique anglaise donc ROUGE	boite-a-lire.com	42.724487	2.8805664
place des poilus	66000	perpignan 	France		boite-a-lire.com	42.6976362	2.894782
315 avenue du devois	34170	castelnau le lez	France		boite-a-lire.com	43.641868	3.9222614
9 rue de l'église	09220	vicdessos	France	Collège du montcalm.	boite-a-lire.com	42.7704129	1.5002848
rue des chevaliers	11200	homps	France	info bibliothèques des rues	boite-a-lire.com	43.2679999	2.7201904
route minervoises	11700	puicheric	France		boite-a-lire.com	43.2242388	2.6275921
Square Saint-Jean	67000	Strasbourg	France	La boîte à livres la plus proche de la gare.	boite-a-lire.com	48.584914	7.739731
 Lac des Ilettes	74700	Sallanches	France	Nouvelle boîte à lire en Haute-Savoie, sur la commune de Sallanches. La boîte se trouve sur la base de loisirs aux lacs des Ilettes, sous le préau se trouvant à proximité du parking.	boite-a-lire.com	45.9599392	6.6359736
rue des Bouillons	58700	MOUSSY	France	Bel éventail de livres mis à disposition au Lavoir de Moussy, sur le chemin de Compostelle. Endroit calme, bucolique, une pause agréable...	boite-a-lire.com	47.193504	3.4563736
Rue de la Plaine	54330	OMELMONT	France	Sous le préau, Monsieur Liseur s'est attardé près de la boîte à livres et du vieux pressoir. Une table vous attend, venez lui tenir compagnie.	boite-a-lire.com	48.5010706	6.1144479
30 rue des écoles	87510	Saint-Jouvent	France	Devant la mairie.	boite-a-lire.com	45.9572305	1.202399
 1 place de la Mairie	87720	Saillat-sur-Vienne	France	Sur le parking de la mairie, de la poste et de l'école.	boite-a-lire.com	45.8706583	0.8157133
Arènes	40270	Larrivière-Saint-Savin	France	La boîte à lire se trouve sous les arènes qui sont en face de la salle des sports, de basket notamment. Elle est visible depuis la route et facile d accès.	boite-a-lire.com	43.769093	-0.426048
Parc Jean Rameau	40000	Mont-de Marsan	France	Il y a deux boîtes à livres dans le parc Jean Rameau à Mont-de-Marsan.	boite-a-lire.com	43.8951408	-0.5002142
 2 place de la mairie	87520	Veyrac	France	Sur la parking à côté de la mairie.	boite-a-lire.com	45.897141	1.1057335
2 Avenue des Rives du Lac	70000	Vaivre-et-Montoille	France	Située devant le restaurant, côté lac.	boite-a-lire.com	47.6323807	6.1078872
2-4 Avenue du Portou	64990	Saint-Pierre-d'Irube	France	Au dernier étage de la galerie commerciale, tout un pan de mur avec des fauteuils pas très loin pour une petite pause ...	boite-a-lire.com	43.479369	-1.444572
Place Charles de Gaulle	77870	Vulaines-sur-seine	France	Boite rouge sur le parking	boite-a-lire.com	48.430568	2.763485
Place de la mairie	29510	Langolen	France	petite, mais sympa, riche en ouvrages disponibles 24 h / 24 h	boite-a-lire.com	48.066655	-3.9121485
Rue Jean Baptiste Clément	08700 	Neufmanil	France	située dans un petit renfoncement d une maison de village, beau choix de livres : romans, histoire, enfants, cuisine	boite-a-lire.com	49.8095843	4.7968286
1 Rue Jules Ferry	87310	Gorre	France	Sous le porche de la salle du conseil, à la mairie	boite-a-lire.com	45.7409688	0.9833049
104 rue du Panorama	6700	Freylange	Belgique	Jolie boîte dédiée au livre-échange installée en juillet 2017 dans le village de Freylange. Rue du château Gaillard;22800;Quintin;France;48.4020625, -2.9113621;Devant la Poste, à côté de la boîte à lettres. Rue de Menn Crenn;29730;Le Guilvinec;France;47.7956732, -4.2809886;Derrière l'office de tourisme. Grand rue;39310 ;Lamoura;France;46.3955196, 5.9666764;La boite à livre se trouve dans la salle hors sac, dans les locaux du point info de Lamoura.  Place du 8 mai 1945;74500;Publier;France;46.3873119, 6.5425961;Les livres sont dans la cabine téléphonique ! 67 grand rue;74200;Thonon Les Bains;France;46.3730227, 6.4791911;Place de la basilique, devant le magasin Atmos Fair et disponible à ses heures d'ouverture.  Place des Tisserands;26790;TULETTE;France;44.2859267, 4.9308647;La boîte à lire est placée sous la halle de l'Office de Tourisme. Place du 8 mai 1945;30210;Castillon du Gard;France;43.9706199, 4.5544902;La boite à lire est placée contre un des murs de la place. place de Paris;43100;Brioude;France;45.2927384, 3.387563;Pas très loin du monument aux morts. 12 Place de L Hôtel de ville;47340;Laroque-Timbaut;France;44.2820913, 0.7632512;Au niveau du rond point, entre l'association ADMR et  le café Paradiso. 1 rue de Carcassonne;31500;TOULOUSE;France;43.5969824, 1.4832412;Sur la place de la Rotonde - Quartier Bonhoure / Guilheméry / Château de l Hers / Limayrac / Côte pavée 24h/24h - 7j/7j. rue Louis Lanonneur;50100;Cherbourg;France;49.623772, -1.617796;A côté du lavoir, au carrefour avec la rue de la source des oiseaux rue auguste sensfelder;63500; issoire;France;45.545112, 3.239043;Juste à l'angle de la rue Victor Hugo et de la rue Auguste Sensfelder. Place d'Espagne;63500;issoire;France;45.54531, 3.246282;La boite est sur le parking, à un des angles de la halle aux grains, le long du bd Albert Buisson. 11 avenue de paris;50100;cherbourg;France;49.6332058, -1.6168125;A côté de l'école Doisneau. Le Bourg;69430;Avenas;France;46.1948917, 4.6057505;A côté de l'arrêt de bus et de la table d'orientation, à la sortie du village en direction de Monsols, elle existe depuis des années déjà. La cale;50290;Saint-Martin de Brehal;France;48.8966423, -1.5687145;Il y a même un livre en japonais pour les amateurs... Camping municipal, le Val;22400;Planguenoual;France;48.5479519, -2.5975397;La boite à lire se trouve à l intérieur du camping. place de la mairie;76500;Elbeuf;France;49.291892, 1.007073;Se trouve juste à côté des jeux pour enfants. place lécallier;76500;Elbeuf;France;49.2860001, 1.0072049;Au niveau du parking. Port de saint Goustan;56400;Auray;France;47.6660213, -2.9791047;Boîte à lire se trouvant sur le trottoir après être sortie du parking, juste avant d arriver sur le ponton du port, bâteau en direction de l'ile aux Moines. Place de l'Eglise;33000;Bordeaux;France;44.8426138, -0.5764225;Quartier Saint Augustin à Bordeaux, sur la petite place sur le flanc droit de l Eglise. Il y en a une autre dans le square juste a cote également. Gare de Chantilly;60500;Chantilly;France;49.1867205, 2.4599846;Sur le parking a la sortie de la gare Avenue de Plaisance;13310;Saint Martin de Crau;France;43.6352125, 4.8085565;Dans le parc Arboretum Le Jardin de Gaston.  Avenue de l'aquilon;14390;Cabourg;France;49.289483, -0.1252578;Petite maison blanche dans un arbre. Place du champ de foire;29450;Commana;France;48.4139657, -3.9562808;Toute neuve, elle vous attend adossée aux toilettes publiques. Place de la poste;30111;Congenies;France;43.7780921, 4.1577313;Très bonne initiative de la bibliothèque du village! C est top! Place du marché ;35220;Châteaubourg;France;48.1094426, -1.4048288;Une boîte à lire mise en place par l'association Salsa Familia Partages et fabriquée par l'Outil en main. Place de la libération;76500;Elbeuf;France;49.2890316, 1.0066046;à côté du cinéma Mercure 7 rue des Pyrénées;09220;AUZAT;France;42.7665659, 1.4803149;Dans le restaurant la table d'antan ou le bar 3000 en face le comptoir il y a cette étagère à livres. 9 rue des Pyrénnées;09220;AUZAT;France;42.7665567, 1.4804407;A coté de Caverne Canyon, 40 Rue Théophile Delcassé;09000;foix;France;42.9644693, 1.6080896;Dans le parc à coté de l'office de Tourisme. rue du ribateau ;44330;vallet;France;47.161146, -1.266624;Cette boite se trouve au croisement de la rue du ribateau et de la rue francois luneau, à cote de la mairie. 1 rue de l'église;67490;Lupstein;France;48.7362383, 7.4849501;Super sympa et pleine de livres.... 33 boulevard de cambrai;59100;Roubaix;France;50.6830231, 3.1648206;bien sympathique rue du prince;qcj3p;sorel tracy;Canada;46.0467219, -73.115151;Plusieurs boites à livres ont été installées dans la commune de SOREL TRACY au Canada. Parc carré royal, Parc Dorimêne, parc regard sur le fleuve, 6 rue du moulin des tours;47600;barbaste;France;44.1703615, 0.2896929;sur le muret 41 route de Paris;33910;saint denis de pile;France;44.9917066, -0.2057948;Découvrez cette magnifique boîte à livres guitare ! N'hésitez pas à venir y déposer des livres, et à laisser un mot dans les commentaires de cette boîte pour dire ce que vous y avez trouvé et abandonné ! rue robert Noël;63110;beaumont;France;45.7564951, 3.0824723;boite à livres bleue 17 rue des sources;87480;saint priest taurion;France;45.8858329, 1.4230235;Place de l'église, face à l'école sous le cèdre. 5 place du forail;85240;NIEUL-SUR-L'AUTISE;France;46.4213946, -0.6821146;A l'entrée du Vival 196 Passage de L Hôtel de ville;85440;Talmont-Saint-Hilaire;France;46.4661952, -1.6176534;A côté de la médiathèque, derrière l'espace des jeunes 36 avenue de la plage;86240;ligugé;France;46.5183052, 0.3341972;proche du centre 56 place des sapins;01340;montrevel en bresse ;France;46.3353344, 5.1184866;Une joli boîte en fer bien garnie accrochée au mur de la maison numéro 59. L initiative de son habitante. Pas facile à trouver mais vaut le détour !! 7 route de Perros;22700;Louannec;France;48.7947642, -3.4135021;Parking de la poste de Louannec Eglise St Jacques;22700;Perros Guirec;France;48.8143459, -3.4431189;Boite située devant l'Eglise St Jacques. 62 rue de Bagnolet;75020;Paris;France;48.8576713, 2.3996804;Cette boîte est située dans un cabinet vétérinaire, près de l entrée : on la voit depuis la rue car la porte est vitrée. Lorsque je suis passée, la boîte était largement pourvue de livres de poche, en bon état, et d'auteurs variés et modernes.  8 route départementale 117;11230;puivert;France;42.9202073, 2.0486395; avenue Marie-Amelie;60500;Chantilly;France;49.1768139, 2.4578274;Bois st denis 77 rue albert 1er ;5640;mettet;Belgique;50.3245459, 4.6572466;province de NAMUR BELGIQUE rue de la molignée 8 ;5644;mettet;Belgique;50.3000625, 4.719307;ERMETTON SUR BIERT rue de tirlemont 51;4280;HANNUT;Belgique;50.6743953, 5.0739763; rue des combattants 1;4280;HANNUT;Belgique;50.675258, 5.0835689;devant l académie communale 8 rue saint Pierre ;6567;MERBES LE CHATEAU;France;50.3173727, 4.1939276; rue châtelaine;02000;laon;France;49.5642712, 3.621731;Boite à lire construite par l'association Sève ! rue saint jean;02000;laon;France;49.56452, 3.6180922;Boite à lire construite par l'association Sève. place des combattants;6230;viesville;Belgique;50.490526, 4.4080915; Rue de Nalamont 139;5351;Ohey;Belgique;50.4449591, 5.1428617;Se trouve sur le site de l école communale à Haillot. Réalisée par le comité des parents et décorée par l'équipe éducative et les enfants. rue de la marchienne ;6110;Montigny-le-Tilleul ;Belgique;50.3836374, 4.3819036; juste derrière la maison communale, à la petite plaine de jeux, il y en a aussi une à la bibliothèque mais les heures d ouverture sont limitées. Städtle 39;9490;Vaduz;Liechtenstein;47.1384708, 9.5225877;L armoire à livres se situe près de la poste centrale et de l'office du tourisme de Vaduz, dans la Principauté du Liechtenstein, à quelques mètres de la Postgasse. 333 chemin de saint-jean;84800 ;l'Isle-sur-la-Sorgue;France;43.9282846, 5.0459992;A côté de l intersection Lotissement le Mamelonnet.  Rue J.A. Chaudron 38;6250;PONT-DE-LOUP;Belgique;50.4078263, 4.5428149; rue des frères lumières;41100;VENDOME;France;47.7991706, 1.0645924;Dans la cour de la Croix Rouge, rue des Frères Lumière, se trouve une boîte à livres ! Accolée à un container à vêtements, elle vous permet de... faire voyager vos livres !   Altstadt;7320;Sargans;Suisse;47.0457848, 9.4393779;A Sargans en Suisse, canton de Saint-Gall se trouve une armoire à livres dans la vieille ville, Staedtchenstrasse. Rue Denfert-Rochereau;84800;L'Isle-sur-la-Sorgue;France;43.9210934, 5.0501198;Boîte à lire enfants non loin du 9 rue Denfert-Rochereau.	boite-a-lire.com	49.7000217	5.7615006
 Médiathèque Jules Verne	41170	Mondoubleau	France	Disponible aux heures d ouverture.	boite-a-lire.com	47.9813386	0.8968988
Médiathèque municipale	85160	Saint-Jean de Monts	France	Disponible aux heures d'ouverture.	boite-a-lire.com	46.7907903	-2.063198
